alpha,beta,compliance model,d_min,diameter,flow_split,k1,k2,k3,loss,lrr,p_mpa,pa
0.7246458312444501,0.7274874964949674,OlufsenCompliance,0.01,0.1612352481679846,0.25654018137661483,19992500.0,-77.2124072767393,0.0,16.885878224154883,10.0,[63.58810165392615 13.999986188947895 39.140194366895244],lpa
0.6612740735672507,0.6796671309760018,OlufsenCompliance,0.01,0.26188123792948764,0.7434598186233852,19992500.0,-77.2124072767393,0.0,16.885878224154883,10.0,[63.58810165392615 13.999986188947895 39.140194366895244],rpa
