parameter,branch,compliance_model,parameter_value,baseline_parameter_value,delta_parameter,relative_parameter_change,metric,metric_value,baseline_metric_value,delta_metric,relative_metric_change,sensitivity
beta,lpa,constant,0.42,0.6,-0.18,-0.3,mpa_systolic,3939.2385894922963,3930.6512619063146,8.587327585981711,0.00218470859249339,-0.007282361974977967
beta,lpa,constant,0.42,0.6,-0.18,-0.3,mpa_diastolic,4.503575874681085,4.679746225352589,-0.17617035067150422,-0.03764527865145741,0.12548426217152472
beta,lpa,constant,0.42,0.6,-0.18,-0.3,mpa_mean,815.1494373525644,812.7413177002337,2.408119652330697,0.0029629595541479444,-0.009876531847159815
beta,lpa,constant,0.42,0.6,-0.18,-0.3,rpa_split,0.5008786440095788,0.5,0.0008786440095788217,0.0017572880191576434,-0.005857626730525478
beta,lpa,constant,0.42,0.6,-0.18,-0.3,lpa_split,0.4991213559904212,0.5,-0.0008786440095788217,-0.0017572880191576434,0.005857626730525478
beta,lpa,constant,0.44,0.6,-0.15999999999999998,-0.26666666666666666,mpa_systolic,3936.8617432874075,3930.6512619063146,6.2104813810929045,0.0015800133278882904,-0.005925049979581089
beta,lpa,constant,0.44,0.6,-0.15999999999999998,-0.26666666666666666,mpa_diastolic,4.562347004825072,4.679746225352589,-0.11739922052751695,-0.025086663864699557,0.09407498949262334
beta,lpa,constant,0.44,0.6,-0.15999999999999998,-0.26666666666666666,mpa_mean,814.4852632201465,812.7413177002337,1.7439455199128133,0.0021457571824298944,-0.008046589434112104
beta,lpa,constant,0.44,0.6,-0.15999999999999998,-0.26666666666666666,rpa_split,0.5006857862246751,0.5,0.0006857862246750779,0.0013715724493501558,-0.005143396685063084
beta,lpa,constant,0.44,0.6,-0.15999999999999998,-0.26666666666666666,lpa_split,0.4993142137753249,0.5,-0.0006857862246750779,-0.0013715724493501558,0.005143396685063084
beta,lpa,constant,0.46,0.6,-0.13999999999999996,-0.23333333333333328,mpa_systolic,3936.6168115169316,3930.6512619063146,5.965549610617018,0.001517700048445357,-0.006504428779051531
beta,lpa,constant,0.46,0.6,-0.13999999999999996,-0.23333333333333328,mpa_diastolic,4.573742816785044,4.679746225352589,-0.10600340856754453,-0.022651529263118933,0.09707798255622402
beta,lpa,constant,0.46,0.6,-0.13999999999999996,-0.23333333333333328,mpa_mean,814.4234176350814,812.7413177002337,1.6820999348476562,0.002069662139987414,-0.008869980599946061
beta,lpa,constant,0.46,0.6,-0.13999999999999996,-0.23333333333333328,rpa_split,0.5007263309313847,0.5,0.0007263309313847444,0.0014526618627694887,-0.006225693697583525
beta,lpa,constant,0.46,0.6,-0.13999999999999996,-0.23333333333333328,lpa_split,0.49927366906861526,0.5,-0.0007263309313847444,-0.0014526618627694887,0.006225693697583525
beta,lpa,constant,0.48,0.6,-0.12,-0.2,mpa_systolic,3935.748105267425,3930.6512619063146,5.096843361110587,0.0012966918257303459,-0.006483459128651729
beta,lpa,constant,0.48,0.6,-0.12,-0.2,mpa_diastolic,4.595910924398178,4.679746225352589,-0.08383530095441039,-0.017914497264879772,0.08957248632439886
beta,lpa,constant,0.48,0.6,-0.12,-0.2,mpa_mean,814.18099605964,812.7413177002337,1.4396783594063436,0.0017713857140671976,-0.008856928570335987
beta,lpa,constant,0.48,0.6,-0.12,-0.2,rpa_split,0.5006424451223076,0.5,0.0006424451223076,0.0012848902446152,-0.006424451223076
beta,lpa,constant,0.48,0.6,-0.12,-0.2,lpa_split,0.4993575548776924,0.5,-0.0006424451223076,-0.0012848902446152,0.006424451223076
beta,lpa,constant,0.5,0.6,-0.09999999999999998,-0.16666666666666663,mpa_systolic,3935.4387572588194,3930.6512619063146,4.78749535250472,0.00121799036177604,-0.007307942170656242
beta,lpa,constant,0.5,0.6,-0.09999999999999998,-0.16666666666666663,mpa_diastolic,4.606485759952146,4.679746225352589,-0.07326046540044295,-0.015654794485126862,0.0939287669107612
beta,lpa,constant,0.5,0.6,-0.09999999999999998,-0.16666666666666663,mpa_mean,814.0984786008436,812.7413177002337,1.3571609006098697,0.0016698559197779535,-0.010019135518667724
beta,lpa,constant,0.5,0.6,-0.09999999999999998,-0.16666666666666663,rpa_split,0.500648375575799,0.5,0.0006483755757989984,0.0012967511515979968,-0.007780506909587983
beta,lpa,constant,0.5,0.6,-0.09999999999999998,-0.16666666666666663,lpa_split,0.499351624424201,0.5,-0.0006483755757989984,-0.0012967511515979968,0.007780506909587983
beta,lpa,constant,0.52,0.6,-0.07999999999999996,-0.13333333333333328,mpa_systolic,3933.7312209753522,3930.6512619063146,3.0799590690376135,0.0007835747472401999,-0.005876810604301502
beta,lpa,constant,0.52,0.6,-0.07999999999999996,-0.13333333333333328,mpa_diastolic,4.635121960784173,4.679746225352589,-0.04462426456841584,-0.00953561633890814,0.07151712254181108
beta,lpa,constant,0.52,0.6,-0.07999999999999996,-0.13333333333333328,mpa_mean,813.6152058675973,812.7413177002337,0.8738881673635888,0.0010752353157538227,-0.008064264868153674
beta,lpa,constant,0.52,0.6,-0.07999999999999996,-0.13333333333333328,rpa_split,0.5004337141609784,0.5,0.00043371416097837123,0.0008674283219567425,-0.006505712414675571
beta,lpa,constant,0.52,0.6,-0.07999999999999996,-0.13333333333333328,lpa_split,0.49956628583902163,0.5,-0.00043371416097837123,-0.0008674283219567425,0.006505712414675571
beta,lpa,constant,0.54,0.6,-0.05999999999999994,-0.09999999999999991,mpa_systolic,3932.431107801311,3930.6512619063146,1.7798458949964697,0.0004528119582232456,-0.00452811958223246
beta,lpa,constant,0.54,0.6,-0.05999999999999994,-0.09999999999999991,mpa_diastolic,4.654776558134895,4.679746225352589,-0.024969667217694003,-0.005335688307716451,0.05335688307716456
beta,lpa,constant,0.54,0.6,-0.05999999999999994,-0.09999999999999991,mpa_mean,813.2467925746506,812.7413177002337,0.5054748744169046,0.0006219382027324724,-0.006219382027324729
beta,lpa,constant,0.54,0.6,-0.05999999999999994,-0.09999999999999991,rpa_split,0.5002592439553571,0.5,0.00025924395535714684,0.0005184879107142937,-0.005184879107142941
beta,lpa,constant,0.54,0.6,-0.05999999999999994,-0.09999999999999991,lpa_split,0.49974075604464285,0.5,-0.00025924395535714684,-0.0005184879107142937,0.005184879107142941
beta,lpa,constant,0.56,0.6,-0.039999999999999925,-0.06666666666666654,mpa_systolic,3932.3766081802687,3930.6512619063146,1.7253462739540737,0.00043894666786523903,-0.006584200017978598
beta,lpa,constant,0.56,0.6,-0.039999999999999925,-0.06666666666666654,mpa_diastolic,4.6572071920200795,4.679746225352589,-0.022539033332509284,-0.004816293928590351,0.07224440892885539
beta,lpa,constant,0.56,0.6,-0.039999999999999925,-0.06666666666666654,mpa_mean,813.2325213106518,812.7413177002337,0.491203610418097,0.0006043787853778949,-0.00906568178066844
beta,lpa,constant,0.56,0.6,-0.039999999999999925,-0.06666666666666654,rpa_split,0.5002615558689438,0.5,0.0002615558689438302,0.0005231117378876604,-0.007846676068314922
beta,lpa,constant,0.56,0.6,-0.039999999999999925,-0.06666666666666654,lpa_split,0.49973844413105617,0.5,-0.0002615558689438302,-0.0005231117378876604,0.007846676068314922
beta,lpa,constant,0.58,0.6,-0.020000000000000018,-0.03333333333333337,mpa_systolic,3931.1235620973416,3930.6512619063146,0.4723001910269886,0.00012015825357091822,-0.003604747607127543
beta,lpa,constant,0.58,0.6,-0.020000000000000018,-0.03333333333333337,mpa_diastolic,4.673121647849817,4.679746225352589,-0.006624577502771345,-0.0014155847739953519,0.042467543219860515
beta,lpa,constant,0.58,0.6,-0.020000000000000018,-0.03333333333333337,mpa_mean,812.8749231070905,812.7413177002337,0.13360540685675915,0.00016438859935756004,-0.0049316579807267965
beta,lpa,constant,0.58,0.6,-0.020000000000000018,-0.03333333333333337,rpa_split,0.500064152724619,0.5,6.415272461901544e-05,0.0001283054492380309,-0.0038491634771409228
beta,lpa,constant,0.58,0.6,-0.020000000000000018,-0.03333333333333337,lpa_split,0.499935847275381,0.5,-6.415272461901544e-05,-0.0001283054492380309,0.0038491634771409228
beta,lpa,constant,0.6,0.6,0.0,0.0,mpa_systolic,3930.6512619063146,3930.6512619063146,0.0,0.0,0.0
beta,lpa,constant,0.6,0.6,0.0,0.0,mpa_diastolic,4.679746225352589,4.679746225352589,0.0,0.0,0.0
beta,lpa,constant,0.6,0.6,0.0,0.0,mpa_mean,812.7413177002337,812.7413177002337,0.0,0.0,0.0
beta,lpa,constant,0.6,0.6,0.0,0.0,rpa_split,0.5,0.5,0.0,0.0,0.0
beta,lpa,constant,0.6,0.6,0.0,0.0,lpa_split,0.5,0.5,0.0,0.0,0.0
beta,lpa,constant,0.62,0.6,0.020000000000000018,0.03333333333333337,mpa_systolic,3930.301541251856,3930.6512619063146,-0.34972065445845146,-8.89726997273326e-05,-0.0026691809918199753
beta,lpa,constant,0.62,0.6,0.020000000000000018,0.03333333333333337,mpa_diastolic,4.68377351406981,4.679746225352589,0.004027288717221467,0.0008605784423530437,0.025817353270591283
beta,lpa,constant,0.62,0.6,0.020000000000000018,0.03333333333333337,mpa_mean,812.6416730851331,812.7413177002337,-0.09964461510060119,-0.00012260311236859435,-0.0036780933710578267
beta,lpa,constant,0.62,0.6,0.020000000000000018,0.03333333333333337,rpa_split,0.49994290829835397,0.5,-5.709170164602817e-05,-0.00011418340329205634,-0.0034255020987616867
beta,lpa,constant,0.62,0.6,0.020000000000000018,0.03333333333333337,lpa_split,0.500057091701646,0.5,5.709170164602817e-05,0.00011418340329205634,0.0034255020987616867
beta,lpa,constant,0.64,0.6,0.040000000000000036,0.06666666666666674,mpa_systolic,3929.8411610315648,3930.6512619063146,-0.8101008747498781,-0.00020609838440792882,-0.003091475766118929
beta,lpa,constant,0.64,0.6,0.040000000000000036,0.06666666666666674,mpa_diastolic,4.688039161911859,4.679746225352589,0.008292936559270103,0.0017720910835598322,0.026581366253397454
beta,lpa,constant,0.64,0.6,0.040000000000000036,0.06666666666666674,mpa_mean,812.5098940358745,812.7413177002337,-0.23142366435922668,-0.0002847445544100952,-0.004271168316151424
beta,lpa,constant,0.64,0.6,0.040000000000000036,0.06666666666666674,rpa_split,0.499863664174709,0.5,-0.00013633582529098964,-0.0002726716505819793,-0.004090074758729685
beta,lpa,constant,0.64,0.6,0.040000000000000036,0.06666666666666674,lpa_split,0.500136335825291,0.5,0.00013633582529104515,0.0002726716505820903,0.00409007475873135
beta,lpa,constant,0.66,0.6,0.06000000000000005,0.10000000000000009,mpa_systolic,3929.1181085107323,3930.6512619063146,-1.5331533955823033,-0.0003900507303816986,-0.0039005073038169825
beta,lpa,constant,0.66,0.6,0.06000000000000005,0.10000000000000009,mpa_diastolic,4.694824816168449,4.679746225352589,0.01507859081586016,0.0032220958337808338,0.03222095833780831
beta,lpa,constant,0.66,0.6,0.06000000000000005,0.10000000000000009,mpa_mean,812.3020888130213,812.7413177002337,-0.43922888721237996,-0.00054042888880713,-0.0054042888880712955
beta,lpa,constant,0.66,0.6,0.06000000000000005,0.10000000000000009,rpa_split,0.4997302011962769,0.5,-0.00026979880372307585,-0.0005395976074461517,-0.005395976074461512
beta,lpa,constant,0.66,0.6,0.06000000000000005,0.10000000000000009,lpa_split,0.500269798803723,0.5,0.00026979880372302034,0.0005395976074460407,0.005395976074460402
beta,lpa,constant,0.68,0.6,0.08000000000000007,0.13333333333333347,mpa_systolic,3928.890169004128,3930.6512619063146,-1.7610929021866468,-0.0004480409949501701,-0.003360307462126272
beta,lpa,constant,0.68,0.6,0.08000000000000007,0.13333333333333347,mpa_diastolic,4.697584956883105,4.679746225352589,0.017838731530516405,0.0038119014731770786,0.02858926104882806
beta,lpa,constant,0.68,0.6,0.08000000000000007,0.13333333333333347,mpa_mean,812.236985552536,812.7413177002337,-0.5043321476977098,-0.0006205321874428494,-0.004653991405821366
beta,lpa,constant,0.68,0.6,0.08000000000000007,0.13333333333333347,rpa_split,0.4996947599894815,0.5,-0.0003052400105185149,-0.0006104800210370298,-0.004578600157777719
beta,lpa,constant,0.68,0.6,0.08000000000000007,0.13333333333333347,lpa_split,0.5003052400105186,0.5,0.0003052400105185704,0.0006104800210371408,0.004578600157778552
beta,lpa,constant,0.7,0.6,0.09999999999999998,0.16666666666666663,mpa_systolic,3928.4692091076527,3930.6512619063146,-2.182052798661971,-0.0005551377248369024,-0.0033308263490214153
beta,lpa,constant,0.7,0.6,0.09999999999999998,0.16666666666666663,mpa_diastolic,4.701720412408738,4.679746225352589,0.021974187056149397,0.004695593734785006,0.02817356240871004
beta,lpa,constant,0.7,0.6,0.09999999999999998,0.16666666666666663,mpa_mean,812.1155925079681,812.7413177002337,-0.6257251922655769,-0.0007698946499190599,-0.004619367899514361
beta,lpa,constant,0.7,0.6,0.09999999999999998,0.16666666666666663,rpa_split,0.4996146911332627,0.5,-0.0003853088667373217,-0.0007706177334746434,-0.004623706400847861
beta,lpa,constant,0.7,0.6,0.09999999999999998,0.16666666666666663,lpa_split,0.5003853088667374,0.5,0.0003853088667373772,0.0007706177334747544,0.004623706400848527
beta,lpa,constant,0.72,0.6,0.12,0.2,mpa_systolic,3928.120320439155,3930.6512619063146,-2.530941467159664,-0.0006438987583783229,-0.0032194937918916143
beta,lpa,constant,0.72,0.6,0.12,0.2,mpa_diastolic,4.705809638704367,4.679746225352589,0.02606341335177831,0.005569407420124496,0.02784703710062248
beta,lpa,constant,0.72,0.6,0.12,0.2,mpa_mean,812.0155089827188,812.7413177002337,-0.7258087175149512,-0.0008930377989994768,-0.004465188994997383
beta,lpa,constant,0.72,0.6,0.12,0.2,rpa_split,0.499555217830996,0.5,-0.0004447821690040099,-0.0008895643380080198,-0.004447821690040099
beta,lpa,constant,0.72,0.6,0.12,0.2,lpa_split,0.500444782169004,0.5,0.0004447821690040099,0.0008895643380080198,0.004447821690040099
beta,lpa,constant,0.74,0.6,0.14,0.23333333333333336,mpa_systolic,3927.8632497148556,3930.6512619063146,-2.7880121914590745,-0.0007093003183668156,-0.003039858507286352
beta,lpa,constant,0.74,0.6,0.14,0.23333333333333336,mpa_diastolic,4.708862371610507,4.679746225352589,0.02911614625791792,0.0062217361488921775,0.026664583495252185
beta,lpa,constant,0.74,0.6,0.14,0.23333333333333336,mpa_mean,811.9416857283233,812.7413177002337,-0.7996319719104577,-0.0009838702112169332,-0.004216586619501142
beta,lpa,constant,0.74,0.6,0.14,0.23333333333333336,rpa_split,0.49951153269806925,0.5,-0.0004884673019307506,-0.0009769346038615012,-0.004186862587977862
beta,lpa,constant,0.74,0.6,0.14,0.23333333333333336,lpa_split,0.5004884673019308,0.5,0.0004884673019307506,0.0009769346038615012,0.004186862587977862
beta,lpa,constant,0.76,0.6,0.16000000000000003,0.2666666666666667,mpa_systolic,3927.6508891640983,3930.6512619063146,-3.000372742216314,-0.0007633271288384846,-0.002862476733144317
beta,lpa,constant,0.76,0.6,0.16000000000000003,0.2666666666666667,mpa_diastolic,4.708467600649798,4.679746225352589,0.028721375297209306,0.006137378805203339,0.023015170519512514
beta,lpa,constant,0.76,0.6,0.16000000000000003,0.2666666666666667,mpa_mean,811.8784174631801,812.7413177002337,-0.8629002370536227,-0.0010617157246235749,-0.003981433967338405
beta,lpa,constant,0.76,0.6,0.16000000000000003,0.2666666666666667,rpa_split,0.499450263615293,0.5,-0.0005497363847070114,-0.0010994727694140227,-0.004123022885302584
beta,lpa,constant,0.76,0.6,0.16000000000000003,0.2666666666666667,lpa_split,0.500549736384707,0.5,0.0005497363847070114,0.0010994727694140227,0.004123022885302584
beta,lpa,constant,0.78,0.6,0.18000000000000005,0.3000000000000001,mpa_systolic,3927.379598247512,3930.6512619063146,-3.2716636588024812,-0.000832346458845033,-0.002774488196150109
beta,lpa,constant,0.78,0.6,0.18000000000000005,0.3000000000000001,mpa_diastolic,4.7041041591719175,4.679746225352589,0.024357933819328714,0.005204968954805557,0.017349896516018516
beta,lpa,constant,0.78,0.6,0.18000000000000005,0.3000000000000001,mpa_mean,811.7950370059144,812.7413177002337,-0.9462806943192845,-0.0011643073555026332,-0.0038810245183421095
beta,lpa,constant,0.78,0.6,0.18000000000000005,0.3000000000000001,rpa_split,0.49933828032231053,0.5,-0.0006617196776894652,-0.0013234393553789303,-0.004411464517929766
beta,lpa,constant,0.78,0.6,0.18000000000000005,0.3000000000000001,lpa_split,0.5006617196776895,0.5,0.0006617196776894652,0.0013234393553789303,0.004411464517929766
beta,rpa,constant,0.1,0.6,-0.5,-0.8333333333333334,mpa_systolic,3999.6634319428163,3930.6512619063146,69.01217003650163,0.017557439070041442,-0.02106892688404973
beta,rpa,constant,0.1,0.6,-0.5,-0.8333333333333334,mpa_diastolic,-4.58235409338898,4.679746225352589,-9.262100318741568,-1.9791885868861894,2.375026304263427
beta,rpa,constant,0.1,0.6,-0.5,-0.8333333333333334,mpa_mean,840.4393728057347,812.7413177002337,27.698055105501,0.03407979205963904,-0.04089575047156685
beta,rpa,constant,0.1,0.6,-0.5,-0.8333333333333334,rpa_split,0.5009514220391021,0.5,0.0009514220391021455,0.001902844078204291,-0.0022834128938451492
beta,rpa,constant,0.1,0.6,-0.5,-0.8333333333333334,lpa_split,0.49904857796089785,0.5,-0.0009514220391021455,-0.001902844078204291,0.0022834128938451492
beta,rpa,constant,0.12,0.6,-0.48,-0.8,mpa_systolic,3985.750457276202,3930.6512619063146,55.099195369887184,0.014017828522178482,-0.017522285652723103
beta,rpa,constant,0.12,0.6,-0.48,-0.8,mpa_diastolic,-0.12409483967851505,4.679746225352589,-4.803841065031103,-1.0265174293012362,1.2831467866265451
beta,rpa,constant,0.12,0.6,-0.48,-0.8,mpa_mean,830.3982214754202,812.7413177002337,17.656903775186493,0.021725121377056594,-0.027156401721320743
beta,rpa,constant,0.12,0.6,-0.48,-0.8,rpa_split,0.5020162468014459,0.5,0.0020162468014458534,0.004032493602891707,-0.005040617003614634
beta,rpa,constant,0.12,0.6,-0.48,-0.8,lpa_split,0.49798375319855415,0.5,-0.0020162468014458534,-0.004032493602891707,0.005040617003614634
beta,rpa,constant,0.14,0.6,-0.45999999999999996,-0.7666666666666666,mpa_systolic,3976.147844939489,3930.6512619063146,45.496583033174375,0.01157482055813548,-0.015097592032350627
beta,rpa,constant,0.14,0.6,-0.45999999999999996,-0.7666666666666666,mpa_diastolic,1.4705563664396473,4.679746225352589,-3.2091898589129415,-0.6857615144870702,0.8944715406353091
beta,rpa,constant,0.14,0.6,-0.45999999999999996,-0.7666666666666666,mpa_mean,826.2732131163623,812.7413177002337,13.531895416128577,0.016649695446047934,-0.021716994060062524
beta,rpa,constant,0.14,0.6,-0.45999999999999996,-0.7666666666666666,rpa_split,0.5011804879707257,0.5,0.0011804879707256744,0.0023609759414513487,-0.0030795338366756725
beta,rpa,constant,0.14,0.6,-0.45999999999999996,-0.7666666666666666,lpa_split,0.4988195120292743,0.5,-0.0011804879707256744,-0.0023609759414513487,0.0030795338366756725
beta,rpa,constant,0.16,0.6,-0.43999999999999995,-0.7333333333333333,mpa_systolic,3975.4699480119975,3930.6512619063146,44.8186861056829,0.011402356281270912,-0.015548667656278516
beta,rpa,constant,0.16,0.6,-0.43999999999999995,-0.7333333333333333,mpa_diastolic,1.5878323068184208,4.679746225352589,-3.0919139185341677,-0.6607011939629722,0.9009561735858713
beta,rpa,constant,0.16,0.6,-0.43999999999999995,-0.7333333333333333,mpa_mean,826.0452635382894,812.7413177002337,13.30394583805571,0.01636922542058167,-0.022321671028065915
beta,rpa,constant,0.16,0.6,-0.43999999999999995,-0.7333333333333333,rpa_split,0.5009849438512194,0.5,0.0009849438512193887,0.0019698877024387773,-0.0026862105033256057
beta,rpa,constant,0.16,0.6,-0.43999999999999995,-0.7333333333333333,lpa_split,0.4990150561487806,0.5,-0.0009849438512193887,-0.0019698877024387773,0.0026862105033256057
beta,rpa,constant,0.18,0.6,-0.42,-0.7,mpa_systolic,3964.4492895567073,3930.6512619063146,33.79802765039267,0.00859858211740745,-0.012283688739153501
beta,rpa,constant,0.18,0.6,-0.42,-0.7,mpa_diastolic,2.7734317282877643,4.679746225352589,-1.9063144970648245,-0.40735424641988915,0.5819346377426988
beta,rpa,constant,0.18,0.6,-0.42,-0.7,mpa_mean,822.2651023183247,812.7413177002337,9.523784618090986,0.01171810071750736,-0.01674014388215337
beta,rpa,constant,0.18,0.6,-0.42,-0.7,rpa_split,0.5000842106508931,0.5,8.421065089314617e-05,0.00016842130178629233,-0.00024060185969470335
beta,rpa,constant,0.18,0.6,-0.42,-0.7,lpa_split,0.49991578934910685,0.5,-8.421065089314617e-05,-0.00016842130178629233,0.00024060185969470335
beta,rpa,constant,0.2,0.6,-0.39999999999999997,-0.6666666666666666,mpa_systolic,3968.9467147535547,3930.6512619063146,38.295452847240085,0.009742775508572412,-0.014614163262858618
beta,rpa,constant,0.2,0.6,-0.39999999999999997,-0.6666666666666666,mpa_diastolic,2.3871045495269376,4.679746225352589,-2.292641675825651,-0.4899072653566627,0.7348608980349941
beta,rpa,constant,0.2,0.6,-0.39999999999999997,-0.6666666666666666,mpa_mean,823.7546811640127,812.7413177002337,11.013363463779001,0.013550884179166464,-0.0203263262687497
beta,rpa,constant,0.2,0.6,-0.39999999999999997,-0.6666666666666666,rpa_split,0.5002340827016883,0.5,0.0002340827016883429,0.0004681654033766858,-0.0007022481050650287
beta,rpa,constant,0.2,0.6,-0.39999999999999997,-0.6666666666666666,lpa_split,0.49976591729831166,0.5,-0.0002340827016883429,-0.0004681654033766858,0.0007022481050650287
beta,rpa,constant,0.22,0.6,-0.38,-0.6333333333333334,mpa_systolic,3960.4947959769283,3930.6512619063146,29.843534070613714,0.007592516375044676,-0.01198818375007054
beta,rpa,constant,0.22,0.6,-0.38,-0.6333333333333334,mpa_diastolic,3.151097785344017,4.679746225352589,-1.5286484400085718,-0.32665199487252067,0.5157663076934537
beta,rpa,constant,0.22,0.6,-0.38,-0.6333333333333334,mpa_mean,821.0793318336085,812.7413177002337,8.338014133374827,0.010259124215523354,-0.016198617182405294
beta,rpa,constant,0.22,0.6,-0.38,-0.6333333333333334,rpa_split,0.4996533316254709,0.5,-0.00034666837452912436,-0.0006933367490582487,0.0010947422353551294
beta,rpa,constant,0.22,0.6,-0.38,-0.6333333333333334,lpa_split,0.5003466683745291,0.5,0.00034666837452912436,0.0006933367490582487,-0.0010947422353551294
beta,rpa,constant,0.24,0.6,-0.36,-0.6,mpa_systolic,3953.7171049568583,3930.6512619063146,23.065843050543663,0.005868198808193691,-0.009780331346989486
beta,rpa,constant,0.24,0.6,-0.36,-0.6,mpa_diastolic,3.65893839069567,4.679746225352589,-1.0208078346569187,-0.21813316053906479,0.363555267565108
beta,rpa,constant,0.24,0.6,-0.36,-0.6,mpa_mean,819.1052217837475,812.7413177002337,6.36390408351383,0.007830171722438568,-0.01305028620406428
beta,rpa,constant,0.24,0.6,-0.36,-0.6,rpa_split,0.49936578473731696,0.5,-0.0006342152626830355,-0.001268430525366071,0.0021140508756101184
beta,rpa,constant,0.24,0.6,-0.36,-0.6,lpa_split,0.500634215262683,0.5,0.0006342152626830355,0.001268430525366071,-0.0021140508756101184
beta,rpa,constant,0.26,0.6,-0.33999999999999997,-0.5666666666666667,mpa_systolic,3960.80115288043,3930.6512619063146,30.14989097411535,0.007670456869657027,-0.013536100358218284
beta,rpa,constant,0.26,0.6,-0.33999999999999997,-0.5666666666666667,mpa_diastolic,3.1897366439460595,4.679746225352589,-1.4900095814065293,-0.31839538078675766,0.5618742013883959
beta,rpa,constant,0.26,0.6,-0.33999999999999997,-0.5666666666666667,mpa_mean,821.2121526185608,812.7413177002337,8.470834918327114,0.010422547413113605,-0.018392730729024007
beta,rpa,constant,0.26,0.6,-0.33999999999999997,-0.5666666666666667,rpa_split,0.499411195975207,0.5,-0.0005888040247929993,-0.0011776080495859986,0.002078131852210586
beta,rpa,constant,0.26,0.6,-0.33999999999999997,-0.5666666666666667,lpa_split,0.500588804024793,0.5,0.0005888040247929993,0.0011776080495859986,-0.002078131852210586
beta,rpa,constant,0.28,0.6,-0.31999999999999995,-0.5333333333333333,mpa_systolic,3954.9876385387406,3930.6512619063146,24.33637663242598,0.006191436230499664,-0.01160894293218687
beta,rpa,constant,0.28,0.6,-0.31999999999999995,-0.5333333333333333,mpa_diastolic,3.626413374021203,4.679746225352589,-1.053332851331386,-0.22508332730201072,0.4220312386912701
beta,rpa,constant,0.28,0.6,-0.31999999999999995,-0.5333333333333333,mpa_mean,819.5022688880174,812.7413177002337,6.760951187783689,0.008318699985519077,-0.015597562472848268
beta,rpa,constant,0.28,0.6,-0.31999999999999995,-0.5333333333333333,rpa_split,0.49916585283552184,0.5,-0.0008341471644781606,-0.0016682943289563212,0.0031280518667931023
beta,rpa,constant,0.28,0.6,-0.31999999999999995,-0.5333333333333333,lpa_split,0.5008341471644782,0.5,0.0008341471644781606,0.0016682943289563212,-0.0031280518667931023
beta,rpa,constant,0.3,0.6,-0.3,-0.5,mpa_systolic,3950.2700036308215,3930.6512619063146,19.61874172450689,0.004991219117971828,-0.009982438235943657
beta,rpa,constant,0.3,0.6,-0.3,-0.5,mpa_diastolic,3.950236054439273,4.679746225352589,-0.7295101709133158,-0.15588669465903612,0.31177338931807225
beta,rpa,constant,0.3,0.6,-0.3,-0.5,mpa_mean,818.1676503063591,812.7413177002337,5.4263326061253565,0.006676580220481384,-0.013353160440962767
beta,rpa,constant,0.3,0.6,-0.3,-0.5,rpa_split,0.4990601157306431,0.5,-0.0009398842693569276,-0.0018797685387138552,0.0037595370774277104
beta,rpa,constant,0.3,0.6,-0.3,-0.5,lpa_split,0.5009398842693569,0.5,0.0009398842693568721,0.0018797685387137442,-0.0037595370774274883
beta,rpa,constant,0.32,0.6,-0.27999999999999997,-0.4666666666666666,mpa_systolic,3953.067367728869,3930.6512619063146,22.416105822554528,0.005702898662061159,-0.012220497132988199
beta,rpa,constant,0.32,0.6,-0.27999999999999997,-0.4666666666666666,mpa_diastolic,3.8198048884347666,4.679746225352589,-0.8599413369178222,-0.1837581132624411,0.39376738556237384
beta,rpa,constant,0.32,0.6,-0.27999999999999997,-0.4666666666666666,mpa_mean,819.0047506893341,812.7413177002337,6.263432989100352,0.0077065517067886,-0.016514039371689857
beta,rpa,constant,0.32,0.6,-0.27999999999999997,-0.4666666666666666,rpa_split,0.4988918597108991,0.5,-0.0011081402891008896,-0.002216280578201779,0.004749172667575242
beta,rpa,constant,0.32,0.6,-0.27999999999999997,-0.4666666666666666,lpa_split,0.5011081402891009,0.5,0.0011081402891008896,0.002216280578201779,-0.004749172667575242
beta,rpa,constant,0.34,0.6,-0.25999999999999995,-0.4333333333333333,mpa_systolic,3948.3481786844072,3930.6512619063146,17.6969167780926,0.004502286160464367,-0.010389891139533156
beta,rpa,constant,0.34,0.6,-0.25999999999999995,-0.4333333333333333,mpa_diastolic,4.124438092020887,4.679746225352589,-0.5553081333317014,-0.11866201853496072,0.2738354273883709
beta,rpa,constant,0.34,0.6,-0.25999999999999995,-0.4333333333333333,mpa_mean,817.669074987946,812.7413177002337,4.927757287712325,0.00606313125762587,-0.013991841363752009
beta,rpa,constant,0.34,0.6,-0.25999999999999995,-0.4333333333333333,rpa_split,0.49887765492504094,0.5,-0.0011223450749590635,-0.002244690149918127,0.005180054192118756
beta,rpa,constant,0.34,0.6,-0.25999999999999995,-0.4333333333333333,lpa_split,0.5011223450749591,0.5,0.001122345074959119,0.002244690149918238,-0.005180054192119012
beta,rpa,constant,0.36,0.6,-0.24,-0.4,mpa_systolic,3943.2186870026417,3930.6512619063146,12.567425096327042,0.0031972882504544566,-0.007993220626136142
beta,rpa,constant,0.36,0.6,-0.24,-0.4,mpa_diastolic,4.354983106843872,4.679746225352589,-0.32476311850871653,-0.06939759185002553,0.17349397962506383
