parameter,branch,compliance_model,parameter_value,baseline_parameter_value,delta_parameter,relative_parameter_change,metric,metric_value,baseline_metric_value,delta_metric,relative_metric_change,sensitivity
olufsen_k1,rpa,olufsen,9996250.0,19992500.0,-9996250.0,-0.5,mpa_systolic,3942.839360473452,3942.837664265465,0.0016962079871518654,4.3019980318359423e-07,-8.603996063671885e-07
olufsen_k1,rpa,olufsen,9996250.0,19992500.0,-9996250.0,-0.5,mpa_diastolic,4.536695331824514,4.536308204188096,0.00038712763641779446,8.533980033816556e-05,-0.00017067960067633113
olufsen_k1,rpa,olufsen,9996250.0,19992500.0,-9996250.0,-0.5,mpa_mean,816.2105418555931,816.2097021608391,0.0008396947539495159,1.0287733063286337e-06,-2.0575466126572674e-06
olufsen_k1,rpa,olufsen,9996250.0,19992500.0,-9996250.0,-0.5,rpa_split,0.49999595214126913,0.5,-4.047858730871212e-06,-8.095717461742424e-06,1.619143492348485e-05
olufsen_k1,rpa,olufsen,9996250.0,19992500.0,-9996250.0,-0.5,lpa_split,0.5000040478587309,0.5,4.047858730871212e-06,8.095717461742424e-06,-1.619143492348485e-05
olufsen_k1,rpa,olufsen,11662291.666666666,19992500.0,-8330208.333333334,-0.4166666666666667,mpa_systolic,3942.838809139101,3942.837664265465,0.0011448736363490752,2.9036793645481233e-07,-6.968830474915496e-07
olufsen_k1,rpa,olufsen,11662291.666666666,19992500.0,-8330208.333333334,-0.4166666666666667,mpa_diastolic,4.536574339204029,4.536308204188096,0.0002661350159334219,5.866775447217536e-05,-0.00014080261073322087
olufsen_k1,rpa,olufsen,11662291.666666666,19992500.0,-8330208.333333334,-0.4166666666666667,mpa_mean,816.2102711934373,816.2097021608391,0.0005690325981504429,6.971647073588836e-07,-1.6731952976613205e-06
olufsen_k1,rpa,olufsen,11662291.666666666,19992500.0,-8330208.333333334,-0.4166666666666667,rpa_split,0.49999719681967103,0.5,-2.8031803289696455e-06,-5.606360657939291e-06,1.3455265579054299e-05
olufsen_k1,rpa,olufsen,11662291.666666666,19992500.0,-8330208.333333334,-0.4166666666666667,lpa_split,0.500002803180329,0.5,2.8031803289696455e-06,5.606360657939291e-06,-1.3455265579054299e-05
olufsen_k1,rpa,olufsen,13328333.333333334,19992500.0,-6664166.666666666,-0.3333333333333333,mpa_systolic,3942.8383943840377,3942.837664265465,0.0007301185728465498,1.8517591516985978e-07,-5.555277455095793e-07
olufsen_k1,rpa,olufsen,13328333.333333334,19992500.0,-6664166.666666666,-0.3333333333333333,mpa_diastolic,4.5364816136895065,4.536308204188096,0.0001734095014107595,3.8227010512791245e-05,-0.00011468103153837374
olufsen_k1,rpa,olufsen,13328333.333333334,19992500.0,-6664166.666666666,-0.3333333333333333,mpa_mean,816.2100664584692,816.2097021608391,0.00036429763008527516,4.4632847308826535e-07,-1.3389854192647962e-06
olufsen_k1,rpa,olufsen,13328333.333333334,19992500.0,-6664166.666666666,-0.3333333333333333,rpa_split,0.4999981567834299,0.5,-1.843216570096562e-06,-3.686433140193124e-06,1.1059299420579372e-05
olufsen_k1,rpa,olufsen,13328333.333333334,19992500.0,-6664166.666666666,-0.3333333333333333,lpa_split,0.50000184321657,0.5,1.8432165700410508e-06,3.6864331400821015e-06,-1.1059299420246305e-05
olufsen_k1,rpa,olufsen,14994375.0,19992500.0,-4998125.0,-0.25,mpa_systolic,3942.838090923829,3942.837664265465,0.00042665836417654646,1.0821098926882429e-07,-4.3284395707529716e-07
olufsen_k1,rpa,olufsen,14994375.0,19992500.0,-4998125.0,-0.25,mpa_diastolic,4.536412128073552,4.536308204188096,0.00010392388545632514,2.2909352887526153e-05,-9.163741155010461e-05
olufsen_k1,rpa,olufsen,14994375.0,19992500.0,-4998125.0,-0.25,mpa_mean,816.209915797387,816.2097021608391,0.00021363654786910047,2.617422303404598e-07,-1.0469689213618393e-06
olufsen_k1,rpa,olufsen,14994375.0,19992500.0,-4998125.0,-0.25,rpa_split,0.49999888164248824,0.5,-1.1183575117645894e-06,-2.236715023529179e-06,8.946860094116715e-06
olufsen_k1,rpa,olufsen,14994375.0,19992500.0,-4998125.0,-0.25,lpa_split,0.5000011183575117,0.5,1.1183575117090783e-06,2.2367150234181565e-06,-8.946860093672626e-06
olufsen_k1,rpa,olufsen,16660416.666666668,19992500.0,-3332083.333333332,-0.1666666666666666,mpa_systolic,3942.8378781336755,3942.837664265465,0.00021386821072155726,5.424220547040961e-08,-3.254532328224578e-07
olufsen_k1,rpa,olufsen,16660416.666666668,19992500.0,-3332083.333333332,-0.1666666666666666,mpa_diastolic,4.536362005131183,4.536308204188096,5.380094308726768e-05,1.1860072258228963e-05,-7.116043354937381e-05
olufsen_k1,rpa,olufsen,16660416.666666668,19992500.0,-3332083.333333332,-0.1666666666666666,mpa_mean,816.2098096075646,816.2097021608391,0.00010744672545115463,1.3164107847125493e-07,-7.898464708275299e-07
olufsen_k1,rpa,olufsen,16660416.666666668,19992500.0,-3332083.333333332,-0.1666666666666666,rpa_split,0.49999941069004983,0.5,-5.893099501719234e-07,-1.1786199003438469e-06,7.071719402063084e-06
olufsen_k1,rpa,olufsen,16660416.666666668,19992500.0,-3332083.333333332,-0.1666666666666666,lpa_split,0.5000005893099502,0.5,5.893099501719234e-07,1.1786199003438469e-06,-7.071719402063084e-06
olufsen_k1,rpa,olufsen,18326458.333333336,19992500.0,-1666041.6666666642,-0.0833333333333332,mpa_systolic,3942.837740058765,3942.837664265465,7.579330031148857e-05,1.9223033450860716e-08,-2.3067640141032896e-07
olufsen_k1,rpa,olufsen,18326458.333333336,19992500.0,-1666041.6666666642,-0.0833333333333332,mpa_diastolic,4.5363282855767375,4.536308204188096,2.0081388641735032e-05,4.426813112741131e-06,-5.312175735289365e-05
olufsen_k1,rpa,olufsen,18326458.333333336,19992500.0,-1666041.6666666642,-0.0833333333333332,mpa_mean,816.2097403401101,816.2097021608391,3.8179270973159873e-05,4.677630132560764e-08,-5.613156159072925e-07
olufsen_k1,rpa,olufsen,18326458.333333336,19992500.0,-1666041.6666666642,-0.0833333333333332,rpa_split,0.4999997750661936,0.5,-2.2493380641419591e-07,-4.4986761282839183e-07,5.39841135394071e-06
olufsen_k1,rpa,olufsen,18326458.333333336,19992500.0,-1666041.6666666642,-0.0833333333333332,lpa_split,0.5000002249338065,0.5,2.2493380646970706e-07,4.4986761293941413e-07,-5.398411355272978e-06
olufsen_k1,rpa,olufsen,19992500.0,19992500.0,0.0,0.0,mpa_systolic,3942.837664265465,3942.837664265465,0.0,0.0,0.0
olufsen_k1,rpa,olufsen,19992500.0,19992500.0,0.0,0.0,mpa_diastolic,4.536308204188096,4.536308204188096,0.0,0.0,0.0
olufsen_k1,rpa,olufsen,19992500.0,19992500.0,0.0,0.0,mpa_mean,816.2097021608391,816.2097021608391,0.0,0.0,0.0
olufsen_k1,rpa,olufsen,19992500.0,19992500.0,0.0,0.0,rpa_split,0.5,0.5,0.0,0.0,0.0
olufsen_k1,rpa,olufsen,19992500.0,19992500.0,0.0,0.0,lpa_split,0.5,0.5,0.0,0.0,0.0
olufsen_k1,rpa,olufsen,21658541.666666668,19992500.0,1666041.666666668,0.0833333333333334,mpa_systolic,3942.8376399992244,3942.837664265465,-2.4266240416181972e-05,-6.154511669630882e-09,-7.385414003557053e-08
olufsen_k1,rpa,olufsen,21658541.666666668,19992500.0,1666041.666666668,0.0833333333333334,mpa_diastolic,4.5363001575356945,4.536308204188096,-8.046652401283438e-06,-1.773832825965056e-06,-2.1285993911580656e-05
olufsen_k1,rpa,olufsen,21658541.666666668,19992500.0,1666041.666666668,0.0833333333333334,mpa_mean,816.2096899756477,816.2097021608391,-1.2185191394564754e-05,-1.4928996019412162e-08,-1.791479522329458e-07
olufsen_k1,rpa,olufsen,21658541.666666668,19992500.0,1666041.666666668,0.0833333333333334,rpa_split,0.5000001055723972,0.5,1.0557239715769384e-07,2.1114479431538768e-07,2.53373753178465e-06
olufsen_k1,rpa,olufsen,21658541.666666668,19992500.0,1666041.666666668,0.0833333333333334,lpa_split,0.49999989442760284,0.5,-1.0557239715769384e-07,-2.1114479431538768e-07,-2.53373753178465e-06
olufsen_k1,rpa,olufsen,23324583.333333336,19992500.0,3332083.333333336,0.1666666666666668,mpa_systolic,3942.837658637157,3942.837664265465,-5.628307917504571e-06,-1.4274764514184235e-09,-8.564858708510534e-09
olufsen_k1,rpa,olufsen,23324583.333333336,19992500.0,3332083.333333336,0.1666666666666668,mpa_diastolic,4.536302214047877,4.536308204188096,-5.990140218514739e-06,-1.3204879273820966e-06,-7.922927564292574e-06
olufsen_k1,rpa,olufsen,23324583.333333336,19992500.0,3332083.333333336,0.1666666666666668,mpa_mean,816.2096997789125,816.2097021608391,-2.381926606176421e-06,-2.918277741456016e-09,-1.750966644873608e-08
olufsen_k1,rpa,olufsen,23324583.333333336,19992500.0,3332083.333333336,0.1666666666666668,rpa_split,0.5000001090182964,0.5,1.0901829639031746e-07,2.1803659278063492e-07,1.3082195566838085e-06
olufsen_k1,rpa,olufsen,23324583.333333336,19992500.0,3332083.333333336,0.1666666666666668,lpa_split,0.4999998909817036,0.5,-1.0901829639031746e-07,-2.1803659278063492e-07,-1.3082195566838085e-06
olufsen_k1,rpa,olufsen,24990625.0,19992500.0,4998125.0,0.25,mpa_systolic,3942.8377135578407,3942.837664265465,4.92923759338737e-05,1.2501751309879677e-08,5.0007005239518707e-08
olufsen_k1,rpa,olufsen,24990625.0,19992500.0,4998125.0,0.25,mpa_diastolic,4.536312803207673,4.536308204188096,4.59901957761133e-06,1.0138243193805342e-06,4.055297277522137e-06
olufsen_k1,rpa,olufsen,24990625.0,19992500.0,4998125.0,0.25,mpa_mean,816.2097281490967,816.2097021608391,2.5988257561948558e-05,3.184017231496644e-08,1.2736068925986577e-07
olufsen_k1,rpa,olufsen,24990625.0,19992500.0,4998125.0,0.25,rpa_split,0.5000000261260932,0.5,2.612609317775849e-08,5.225218635551698e-08,2.0900874542206793e-07
olufsen_k1,rpa,olufsen,24990625.0,19992500.0,4998125.0,0.25,lpa_split,0.4999999738739068,0.5,-2.612609317775849e-08,-5.225218635551698e-08,-2.0900874542206793e-07
olufsen_k1,rpa,olufsen,26656666.666666668,19992500.0,6664166.666666668,0.33333333333333337,mpa_systolic,3942.837798964573,3942.837664265465,0.00013469910800267826,3.4162986019809204e-08,1.024889580594276e-07
olufsen_k1,rpa,olufsen,26656666.666666668,19992500.0,6664166.666666668,0.33333333333333337,mpa_diastolic,4.536331063034268,4.536308204188096,2.2858846172368885e-05,5.039085781531491e-06,1.5117257344594471e-05
olufsen_k1,rpa,olufsen,26656666.666666668,19992500.0,6664166.666666668,0.33333333333333337,mpa_mean,816.2097724375787,816.2097021608391,7.027673962056724e-05,8.610132841415157e-08,2.583039852424547e-07
olufsen_k1,rpa,olufsen,26656666.666666668,19992500.0,6664166.666666668,0.33333333333333337,rpa_split,0.49999986694501636,0.5,-1.330549836420225e-07,-2.66109967284045e-07,-7.983299018521349e-07
olufsen_k1,rpa,olufsen,26656666.666666668,19992500.0,6664166.666666668,0.33333333333333337,lpa_split,0.5000001330549837,0.5,1.3305498369753366e-07,2.661099673950673e-07,7.983299021852018e-07
olufsen_k1,rpa,olufsen,28322708.333333336,19992500.0,8330208.333333336,0.4166666666666668,mpa_systolic,3942.8379091542647,3942.837664265465,0.00024488879989803536,6.210978507116832e-08,1.4906348417080393e-07
olufsen_k1,rpa,olufsen,28322708.333333336,19992500.0,8330208.333333336,0.4166666666666668,mpa_diastolic,4.536355826472093,4.536308204188096,4.7622283997128534e-05,1.0498026556740963e-05,2.51952637361783e-05
olufsen_k1,rpa,olufsen,28322708.333333336,19992500.0,8330208.333333336,0.4166666666666668,mpa_mean,816.2098300696737,816.2097021608391,0.00012790883454272262,1.5671074995077354e-07,3.761057998818564e-07
olufsen_k1,rpa,olufsen,28322708.333333336,19992500.0,8330208.333333336,0.4166666666666668,rpa_split,0.4999996423866785,0.5,-3.576133215110744e-07,-7.152266430221488e-07,-1.7165439432531566e-06
olufsen_k1,rpa,olufsen,28322708.333333336,19992500.0,8330208.333333336,0.4166666666666668,lpa_split,0.5000003576133215,0.5,3.576133215110744e-07,7.152266430221488e-07,1.7165439432531566e-06
olufsen_k1,rpa,olufsen,29988750.0,19992500.0,9996250.0,0.5,mpa_systolic,3942.8380410489526,3942.837664265465,0.00037678348780900706,9.556150161186013e-08,1.9112300322372027e-07
olufsen_k1,rpa,olufsen,29988750.0,19992500.0,9996250.0,0.5,mpa_diastolic,4.536386067541855,4.536308204188096,7.786335375925546e-05,1.716447610137446e-05,3.432895220274892e-05
olufsen_k1,rpa,olufsen,29988750.0,19992500.0,9996250.0,0.5,mpa_mean,816.2098992047976,816.2097021608391,0.00019704395845110412,2.4141339894569813e-07,4.828267978913963e-07
olufsen_k1,rpa,olufsen,29988750.0,19992500.0,9996250.0,0.5,rpa_split,0.4999993621470687,0.5,-6.378529313066927e-07,-1.2757058626133855e-06,-2.551411725226771e-06
olufsen_k1,rpa,olufsen,29988750.0,19992500.0,9996250.0,0.5,lpa_split,0.5000006378529314,0.5,6.378529313622039e-07,1.2757058627244078e-06,2.5514117254488156e-06
olufsen_k2,lpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,mpa_systolic,3942.842016118414,3942.837664265465,0.004351852949184831,1.1037362731482287e-06,2.207472546296458e-06
olufsen_k2,lpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,mpa_diastolic,4.537444384764525,4.536308204188096,0.0011361805764291688,0.0002504637086563481,0.0005009274173126963
olufsen_k2,lpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,mpa_mean,816.2119942241819,816.2097021608391,0.0022920633427929715,2.808179487115808e-06,5.616358974231617e-06
olufsen_k2,lpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,rpa_split,0.5000115022129105,0.5,1.1502212910463605e-05,2.300442582092721e-05,4.600885164185443e-05
olufsen_k2,lpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,lpa_split,0.49998849778708954,0.5,-1.1502212910463605e-05,-2.300442582092721e-05,-4.600885164185443e-05
olufsen_k2,lpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,mpa_systolic,3942.8409546410217,3942.837664265465,0.003290375556844083,8.345196624921323e-07,2.002847189981118e-06
olufsen_k2,lpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,mpa_diastolic,4.537244568486391,4.536308204188096,0.0009363642982949116,0.000206415493865788,0.0004953971852778914
olufsen_k2,lpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,mpa_mean,816.2114996086455,816.2097021608391,0.0017974478063251809,2.202188728664466e-06,5.28525294879472e-06
olufsen_k2,lpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,rpa_split,0.5000094400637756,0.5,9.440063775567609e-06,1.8880127551135217e-05,4.5312306122724537e-05
olufsen_k2,lpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,lpa_split,0.49999055993622443,0.5,-9.440063775567609e-06,-1.8880127551135217e-05,-4.5312306122724537e-05
olufsen_k2,lpa,olufsen,-34.0356,-25.5267,-8.5089,0.3333333333333333,mpa_systolic,3942.8398237912934,3942.837664265465,0.0021595258285742602,5.477085318897022e-07,1.6431255956691067e-06
olufsen_k2,lpa,olufsen,-34.0356,-25.5267,-8.5089,0.3333333333333333,mpa_diastolic,4.5370220589312815,4.536308204188096,0.0007138547431857489,0.0001573646919595742,0.0004720940758787226
olufsen_k2,lpa,olufsen,-34.0356,-25.5267,-8.5089,0.3333333333333333,mpa_mean,816.2109643548549,816.2097021608391,0.0012621940157941935,1.5464089834421872e-06,4.639226950326562e-06
olufsen_k2,lpa,olufsen,-34.0356,-25.5267,-8.5089,0.3333333333333333,rpa_split,0.500007150314342,0.5,7.150314341952679e-06,1.4300628683905359e-05,4.2901886051716076e-05
olufsen_k2,lpa,olufsen,-34.0356,-25.5267,-8.5089,0.3333333333333333,lpa_split,0.49999284968565805,0.5,-7.150314341952679e-06,-1.4300628683905359e-05,-4.2901886051716076e-05
olufsen_k2,lpa,olufsen,-31.908375,-25.5267,-6.381674999999998,0.2499999999999999,mpa_systolic,3942.8387021633685,3942.837664265465,0.0010378979036431701,2.6323627600745427e-07,1.0529451040298175e-06
olufsen_k2,lpa,olufsen,-31.908375,-25.5267,-6.381674999999998,0.2499999999999999,mpa_diastolic,4.536785087185163,4.536308204188096,0.0004768829970673849,0.00010512579295805078,0.0004205031718322033
olufsen_k2,lpa,olufsen,-31.908375,-25.5267,-6.381674999999998,0.2499999999999999,mpa_mean,816.2104197479506,816.2097021608391,0.0007175871114668553,8.791700338370277e-07,3.5166801353481125e-06
olufsen_k2,lpa,olufsen,-31.908375,-25.5267,-6.381674999999998,0.2499999999999999,rpa_split,0.5000047240752464,0.5,4.724075246431703e-06,9.448150492863405e-06,3.7792601971453635e-05
olufsen_k2,lpa,olufsen,-31.908375,-25.5267,-6.381674999999998,0.2499999999999999,lpa_split,0.49999527592475357,0.5,-4.724075246431703e-06,-9.448150492863405e-06,-3.7792601971453635e-05
olufsen_k2,lpa,olufsen,-29.781150000000004,-25.5267,-4.254450000000002,0.16666666666666674,mpa_systolic,3942.8377453890885,3942.837664265465,8.112362365864101e-05,2.0574933732087604e-08,1.2344960239252557e-07
olufsen_k2,lpa,olufsen,-29.781150000000004,-25.5267,-4.254450000000002,0.16666666666666674,mpa_diastolic,4.536553892130267,4.536308204188096,0.00024568794217127987,5.416032842399272e-05,0.00032496197054395615
olufsen_k2,lpa,olufsen,-29.781150000000004,-25.5267,-4.254450000000002,0.16666666666666674,mpa_mean,816.209930776488,816.2097021608391,0.00022861564889353758,2.8009425554278384e-07,1.6805655332567023e-06
olufsen_k2,lpa,olufsen,-29.781150000000004,-25.5267,-4.254450000000002,0.16666666666666674,rpa_split,0.5000023755180089,0.5,2.375518008856936e-06,4.751036017713872e-06,2.850621610628322e-05
olufsen_k2,lpa,olufsen,-29.781150000000004,-25.5267,-4.254450000000002,0.16666666666666674,lpa_split,0.49999762448199114,0.5,-2.375518008856936e-06,-4.751036017713872e-06,-2.850621610628322e-05
olufsen_k2,lpa,olufsen,-27.653925,-25.5267,-2.1272249999999993,0.0833333333333333,mpa_systolic,3942.8372372717513,3942.837664265465,-0.0004269937135177315,-1.0829604205814515e-07,-1.2995525046977422e-06
olufsen_k2,lpa,olufsen,-27.653925,-25.5267,-2.1272249999999993,0.0833333333333333,mpa_diastolic,4.536369794257843,4.536308204188096,6.15900697473748e-05,1.3577135189031569e-05,0.00016292562226837888
olufsen_k2,lpa,olufsen,-27.653925,-25.5267,-2.1272249999999993,0.0833333333333333,mpa_mean,816.2096199177153,816.2097021608391,-8.224312387028476e-05,-1.007622473153085e-07,-1.2091469677837024e-06
olufsen_k2,lpa,olufsen,-27.653925,-25.5267,-2.1272249999999993,0.0833333333333333,rpa_split,0.5000005371948734,0.5,5.371948733623455e-07,1.074389746724691e-06,1.2892676960696297e-05
olufsen_k2,lpa,olufsen,-27.653925,-25.5267,-2.1272249999999993,0.0833333333333333,lpa_split,0.49999946280512664,0.5,-5.371948733623455e-07,-1.074389746724691e-06,-1.2892676960696297e-05
olufsen_k2,lpa,olufsen,-25.5267,-25.5267,0.0,-0.0,mpa_systolic,3942.837664265465,3942.837664265465,0.0,0.0,0.0
olufsen_k2,lpa,olufsen,-25.5267,-25.5267,0.0,-0.0,mpa_diastolic,4.536308204188096,4.536308204188096,0.0,0.0,0.0
olufsen_k2,lpa,olufsen,-25.5267,-25.5267,0.0,-0.0,mpa_mean,816.2097021608391,816.2097021608391,0.0,0.0,0.0
olufsen_k2,lpa,olufsen,-25.5267,-25.5267,0.0,-0.0,rpa_split,0.5,0.5,0.0,0.0,0.0
olufsen_k2,lpa,olufsen,-25.5267,-25.5267,0.0,-0.0,lpa_split,0.5,0.5,0.0,0.0,0.0
olufsen_k2,lpa,olufsen,-23.399475000000002,-25.5267,2.1272249999999993,-0.0833333333333333,mpa_systolic,3942.839803198946,3942.837664265465,0.0021389334810919536,5.424858092630675e-07,-6.509829711156813e-06
olufsen_k2,lpa,olufsen,-23.399475000000002,-25.5267,2.1272249999999993,-0.0833333333333333,mpa_diastolic,4.536499013049554,4.536308204188096,0.00019080886145861342,4.2062587652763824e-05,-0.0005047510518331661
olufsen_k2,lpa,olufsen,-23.399475000000002,-25.5267,2.1272249999999993,-0.0833333333333333,mpa_mean,816.2105296752618,816.2097021608391,0.0008275144226672637,1.0138502647989805e-06,-1.2166203177587771e-05
olufsen_k2,lpa,olufsen,-23.399475000000002,-25.5267,2.1272249999999993,-0.0833333333333333,rpa_split,0.5000021167495681,0.5,2.1167495680707304e-06,4.233499136141461e-06,-5.080198963369755e-05
olufsen_k2,lpa,olufsen,-23.399475000000002,-25.5267,2.1272249999999993,-0.0833333333333333,lpa_split,0.49999788325043193,0.5,-2.1167495680707304e-06,-4.233499136141461e-06,5.080198963369755e-05
olufsen_k2,lpa,olufsen,-21.272250000000003,-25.5267,4.2544499999999985,-0.1666666666666666,mpa_systolic,3942.8448086164326,3942.837664265465,0.007144350967791979,1.8119820231358534e-06,-1.0871892138815124e-05
olufsen_k2,lpa,olufsen,-21.272250000000003,-25.5267,4.2544499999999985,-0.1666666666666666,mpa_diastolic,4.5371409392741935,4.536308204188096,0.0008327350860977134,0.00018357109980510143,-0.001101426598830609
olufsen_k2,lpa,olufsen,-21.272250000000003,-25.5267,4.2544499999999985,-0.1666666666666666,mpa_mean,816.2126365960575,816.2097021608391,0.002934435218321596,3.5951976686297067e-06,-2.1571186011778247e-05
olufsen_k2,lpa,olufsen,-21.272250000000003,-25.5267,4.2544499999999985,-0.1666666666666666,rpa_split,0.500008991268505,0.5,8.991268504954242e-06,1.7982537009908484e-05,-0.00010789522205945094
olufsen_k2,lpa,olufsen,-21.272250000000003,-25.5267,4.2544499999999985,-0.1666666666666666,lpa_split,0.49999100873149505,0.5,-8.991268504954242e-06,-1.7982537009908484e-05,0.00010789522205945094
olufsen_k2,lpa,olufsen,-19.145025000000004,-25.5267,6.381674999999998,-0.2499999999999999,mpa_systolic,3942.8543166551003,3942.837664265465,0.01665238963551019,4.223453018731489e-06,-1.6893812074925963e-05
olufsen_k2,lpa,olufsen,-19.145025000000004,-25.5267,6.381674999999998,-0.2499999999999999,mpa_diastolic,4.5385029580752265,4.536308204188096,0.0021947538871307515,0.0004838193941726599,-0.0019352775766906406
olufsen_k2,lpa,olufsen,-19.145025000000004,-25.5267,6.381674999999998,-0.2499999999999999,mpa_mean,816.2167779973653,816.2097021608391,0.007075836526155399,8.66914042729801e-06,-3.4676561709192056e-05
olufsen_k2,lpa,olufsen,-19.145025000000004,-25.5267,6.381674999999998,-0.2499999999999999,rpa_split,0.5000235689477096,0.5,2.3568947709606825e-05,4.713789541921365e-05,-0.00018855158167685468
olufsen_k2,lpa,olufsen,-19.145025000000004,-25.5267,6.381674999999998,-0.2499999999999999,lpa_split,0.4999764310522904,0.5,-2.3568947709606825e-05,-4.713789541921365e-05,0.00018855158167685468
olufsen_k2,lpa,olufsen,-17.017800000000005,-25.5267,8.508899999999997,-0.3333333333333332,mpa_systolic,3942.8709041508773,3942.837664265465,0.033239885412513104,8.430447368850922e-06,-2.5291342106552775e-05
olufsen_k2,lpa,olufsen,-17.017800000000005,-25.5267,8.508899999999997,-0.3333333333333332,mpa_diastolic,4.540878323562013,4.536308204188096,0.004570119373917159,0.0010074534551461577,-0.003022360365438474
olufsen_k2,lpa,olufsen,-17.017800000000005,-25.5267,8.508899999999997,-0.3333333333333332,mpa_mean,816.2240411678453,816.2097021608391,0.014339007006128668,1.7567797795306136e-05,-5.270339338591843e-05
olufsen_k2,lpa,olufsen,-17.017800000000005,-25.5267,8.508899999999997,-0.3333333333333332,rpa_split,0.5000494717127322,0.5,4.947171273217421e-05,9.894342546434842e-05,-0.0002968302763930454
olufsen_k2,lpa,olufsen,-17.017800000000005,-25.5267,8.508899999999997,-0.3333333333333332,lpa_split,0.4999505282872678,0.5,-4.947171273217421e-05,-9.894342546434842e-05,0.0002968302763930454
olufsen_k2,lpa,olufsen,-14.890575000000005,-25.5267,10.636124999999996,-0.4166666666666665,mpa_systolic,3942.9002865591683,3942.837664265465,0.06262229370349814,1.58825442576684e-05,-3.811810621840418e-05
olufsen_k2,lpa,olufsen,-14.890575000000005,-25.5267,10.636124999999996,-0.4166666666666665,mpa_diastolic,4.544479254960445,4.536308204188096,0.00817105077234892,0.0018012556476663312,-0.004323013554399196
olufsen_k2,lpa,olufsen,-14.890575000000005,-25.5267,10.636124999999996,-0.4166666666666665,mpa_mean,816.2364213038999,816.2097021608391,0.02671914306074541,3.2735635205032444e-05,-7.856552449207789e-05
olufsen_k2,lpa,olufsen,-14.890575000000005,-25.5267,10.636124999999996,-0.4166666666666665,rpa_split,0.5000907939172732,0.5,9.079391727317976e-05,0.00018158783454635952,-0.000435810802911263
olufsen_k2,lpa,olufsen,-14.890575000000005,-25.5267,10.636124999999996,-0.4166666666666665,lpa_split,0.4999092060827268,0.5,-9.079391727317976e-05,-0.00018158783454635952,0.000435810802911263
olufsen_k2,lpa,olufsen,-12.76335,-25.5267,12.76335,-0.5,mpa_systolic,3942.958085217646,3942.837664265465,0.12042095218112081,3.054169672581606e-05,-6.108339345163213e-05
olufsen_k2,lpa,olufsen,-12.76335,-25.5267,12.76335,-0.5,mpa_diastolic,4.5493011684480305,4.536308204188096,0.01299296425993468,0.002864215497513831,-0.005728430995027662
olufsen_k2,lpa,olufsen,-12.76335,-25.5267,12.76335,-0.5,mpa_mean,816.2586893734458,816.2097021608391,0.04898721260667571,6.0017924899675454e-05,-0.00012003584979935091
olufsen_k2,lpa,olufsen,-12.76335,-25.5267,12.76335,-0.5,rpa_split,0.5001528059500686,0.5,0.00015280595006861297,0.00030561190013722594,-0.0006112238002744519
olufsen_k2,lpa,olufsen,-12.76335,-25.5267,12.76335,-0.5,lpa_split,0.4998471940499314,0.5,-0.00015280595006861297,-0.00030561190013722594,0.0006112238002744519
olufsen_k2,rpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,mpa_systolic,3942.842016118414,3942.837664265465,0.004351852949184831,1.1037362731482287e-06,2.207472546296458e-06
olufsen_k2,rpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,mpa_diastolic,4.537444384764526,4.536308204188096,0.001136180576430057,0.0002504637086565439,0.0005009274173130879
olufsen_k2,rpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,mpa_mean,816.2119942241819,816.2097021608391,0.0022920633427929715,2.808179487115808e-06,5.616358974231617e-06
olufsen_k2,rpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,rpa_split,0.4999884977870894,0.5,-1.1502212910574627e-05,-2.3004425821149255e-05,-4.6008851642298516e-05
olufsen_k2,rpa,olufsen,-38.29005,-25.5267,-12.763349999999999,0.49999999999999994,lpa_split,0.5000115022129106,0.5,1.1502212910574627e-05,2.3004425821149255e-05,4.6008851642298516e-05
olufsen_k2,rpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,mpa_systolic,3942.840954641022,3942.837664265465,0.0032903755572988302,8.345196626074673e-07,2.0028471902579224e-06
olufsen_k2,rpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,mpa_diastolic,4.5372445684863925,4.536308204188096,0.000936364298296688,0.00020641549386617958,0.0004953971852788312
olufsen_k2,rpa,olufsen,-36.162825,-25.5267,-10.636124999999996,0.4166666666666665,mpa_mean,816.2114996086455,816.2097021608391,0.0017974478063251809,2.202188728664466e-06,5.28525294879472e-06
