,name,time,y
0,flow:vessel:OUTLET,0.0,-0.0011233307970761489
1,flow:vessel:OUTLET,0.010000000000001563,-0.0011236585176209587
2,flow:vessel:OUTLET,0.019999999999999577,-0.0011239544237337327
3,flow:vessel:OUTLET,0.030000000000001137,-0.0011242216037093554
4,flow:vessel:OUTLET,0.03999999999999915,-0.0011244628460360267
5,flow:vessel:OUTLET,0.05000000000000071,-0.0011246806685002604
6,flow:vessel:OUTLET,0.060000000000002274,-0.0011248773444711348
7,flow:vessel:OUTLET,0.07000000000000028,-0.00112505492663455
8,flow:vessel:OUTLET,0.08000000000000183,-0.0011252152684236357
9,flow:vessel:OUTLET,0.08999999999999986,-0.0011253600433678926
10,flow:vessel:OUTLET,0.10000000000000142,-0.0011254907625624336
11,flow:vessel:OUTLET,0.10999999999999945,-0.0011256087904382968
12,flow:vessel:OUTLET,0.120000000000001,-0.0011257153589995267
13,flow:vessel:OUTLET,0.129999999999999,-0.0011258115806747069
14,flow:vessel:OUTLET,0.14000000000000057,-0.001125898459918876
15,flow:vessel:OUTLET,0.15000000000000213,-0.0011259769036872683
16,flow:vessel:OUTLET,0.16000000000000014,-0.0011260477308916903
17,flow:vessel:OUTLET,0.17000000000000173,-0.0011261116809393218
18,flow:vessel:OUTLET,0.17999999999999972,-0.0011261694214441092
19,flow:vessel:OUTLET,0.19000000000000128,-0.0011262215551958031
20,flow:vessel:OUTLET,0.1999999999999993,-0.001126268626459802
21,flow:vessel:OUTLET,0.21000000000000085,-0.001125807696601508
22,flow:vessel:OUTLET,0.2199999999999989,-0.0011226130783954108
23,flow:vessel:OUTLET,0.23000000000000043,-0.001114164234996479
24,flow:vessel:OUTLET,0.240000000000002,-0.0010984080087434725
25,flow:vessel:OUTLET,0.25,-0.001073741306399328
26,flow:vessel:OUTLET,0.26000000000000156,-0.001039076516872348
27,flow:vessel:OUTLET,0.2699999999999996,-0.0009938870418821613
28,flow:vessel:OUTLET,0.28000000000000114,-0.0009382462385143688
29,flow:vessel:OUTLET,0.28999999999999915,-0.0008728481043294144
30,flow:vessel:OUTLET,0.3000000000000007,-0.000799002211583241
31,flow:vessel:OUTLET,0.3100000000000023,-0.0007185957293296718
32,flow:vessel:OUTLET,0.3200000000000003,-0.0006340182978213627
33,flow:vessel:OUTLET,0.33000000000000185,-0.0005480494199418418
34,flow:vessel:OUTLET,0.33999999999999986,-0.0004637125904812772
35,flow:vessel:OUTLET,0.3500000000000014,-0.0003841048468871991
36,flow:vessel:OUTLET,0.35999999999999943,-0.0003122140909392851
37,flow:vessel:OUTLET,0.37000000000000094,-0.0002507387913051644
38,flow:vessel:OUTLET,0.37999999999999906,-0.00020192513704277704
39,flow:vessel:OUTLET,0.39000000000000057,-0.00016743525564940322
40,flow:vessel:OUTLET,0.4000000000000022,-0.00014825692128650784
41,flow:vessel:OUTLET,0.41000000000000014,-0.0001446607164158897
42,flow:vessel:OUTLET,0.4200000000000017,-0.00015620552750859063
43,flow:vessel:OUTLET,0.42999999999999966,-0.00018178829613128367
44,flow:vessel:OUTLET,0.4400000000000013,-0.00021972982052715105
45,flow:vessel:OUTLET,0.4499999999999993,-0.0002678856699946834
