thanksK_tau_r,K_sig_r,K_tau_h,K_sig_h,preop_rpa_split,postop_rpa_split,final_rpa_split,geom_err,t95,stable,n_rhs
0.0,1e-07,0.0,0.0,0.7925915658092677,0.6418711803554084,0.5731795775449401,0.3156316005540443,0.09819918823221008,1,574
1e-07,0.0,0.0,0.0,0.7925915658092677,0.6418711803554084,0.5582520950839372,0.44592839173128773,805.9796594436572,0,507
0.0,0.0,1e-07,0.0,0.7925915658092677,0.6418711803554084,0.6418711803554084,0.01651574176751721,0.0,1,24
0.0,0.0,0.0,1e-07,0.7925915658092677,0.6418711803554084,0.6418711803554084,0.016298829879071393,0.0,1,28
