
1e-07,1e-07,1e-07,1e-06,0.8051718599191652,0.7599479802493697,0.7587407792503522,0.20489914452389538,0.0010556347672138183,1,38,1e-07,1e-07,1e-07,1e-06
1e-07,1e-07,5e-07,1e-07,0.8051718599191652,0.7599479802493697,0.7433179972060607,0.24621630881552273,0.04954559548299682,1,70,1e-07,1e-07,5e-07,1e-07
1e-07,1e-07,1e-07,1e-07,0.8051718599191652,0.7599479802493697,0.7434528294452977,0.24579271784895984,0.049439669636733005,1,70,1e-07,1e-07,1e-07,1e-07
1e-07,1e-07,1e-07,5e-07,0.8051718599191652,0.7599479802493697,0.756865204775906,0.3438300341012132,0.040907208702030746,1,137,1e-07,1e-07,1e-07,5e-07
1e-07,1e-07,5e-07,5e-07,0.8051718599191652,0.7599479802493697,0.7599418689094808,0.0005384980343821566,0.0,1,4,1e-07,1e-07,5e-07,5e-07
1e-07,1e-07,5e-07,1e-06,0.8051718599191652,0.7599479802493697,0.7599418762164974,0.0013380864533661556,0.0,1,6,1e-07,1e-07,5e-07,1e-06
1e-07,1e-07,1e-06,1e-07,0.8051718599191652,0.7599479802493697,0.7598914780582887,0.001276643226395948,0.0,1,6,1e-07,1e-07,1e-06,1e-07
1e-07,1e-07,1e-06,5e-07,0.8051718599191652,0.7599479802493697,0.759941867005387,0.000538598705634622,0.0,1,4,1e-07,1e-07,1e-06,5e-07
1e-07,1e-07,1e-06,1e-06,0.8051718599191652,0.7599479802493697,0.7599418752731723,0.0013382373998897874,0.0,1,6,1e-07,1e-07,1e-06,1e-06
1e-07,5e-07,1e-07,1e-07,0.8051718599191652,0.7599479802493697,0.7598491382789377,0.00036592808138518745,0.0,1,4,1e-07,5e-07,1e-07,1e-07
1e-07,5e-07,1e-07,5e-07,0.8051718599191652,0.7599479802493697,0.7598916748585847,0.0012779435777153588,0.0,1,6,1e-07,5e-07,1e-07,5e-07
1e-07,1e-07,1e-06,1e-06,0.8051718599191652,0.7599479802493697,0.7583176084105266,0.34452405010252424,0.020642342979952596,1,148,1e-07,1e-07,1e-06,1e-06
1e-07,7e-07,7e-07,1e-07,0.8051718599191652,0.7599479802493697,0.7202262435872501,-0.004569696025056805,-0.0062695699971690175,0.140659123850267,0.0028899890824759652,1,33,1e-07,7e-07,7e-07,1e-07
