name,time,flow_in,flow_out,pressure_in,pressure_out
branch0_seg0,3.8993157380254155e+00,1.1213985233879320e+01,1.1213985233879320e+01,6.7282130248020301e+04,6.7169990395681511e+04
branch0_seg0,3.9002932551319649e+00,1.1330973422397980e+01,1.1330973422397980e+01,6.7828177815150368e+04,6.7714868080926390e+04
branch0_seg0,3.9012707722385143e+00,1.1455262716250749e+01,1.1455262716250749e+01,6.8411262924059207e+04,6.8296710296896694e+04
branch0_seg0,3.9022482893450636e+00,1.1579670231080739e+01,1.1579670231080739e+01,6.9010948336535934e+04,6.8895151634225127e+04
branch0_seg0,3.9032258064516130e+00,1.1696408117207735e+01,1.1696408117207735e+01,6.9597912009040359e+04,6.9480947927868285e+04
branch0_seg0,3.9042033235581624e+00,1.1799828112645862e+01,1.1799828112645862e+01,7.0149714998613548e+04,7.0031716717487099e+04
branch0_seg0,3.9051808406647117e+00,1.1888420816915566e+01,1.1888420816915566e+01,7.0653277091898883e+04,7.0534392883729714e+04
branch0_seg0,3.9061583577712611e+00,1.1965315294902064e+01,1.1965315294902064e+01,7.1115036354799828e+04,7.0995383201850826e+04
branch0_seg0,3.9071358748778104e+00,1.2037065256009948e+01,1.2037065256009948e+01,7.1552795424732656e+04,7.1432424772172555e+04
branch0_seg0,3.9081133919843598e+00,1.2111138457403769e+01,1.2111138457403769e+01,7.1994542188438194e+04,7.1873430803864161e+04
branch0_seg0,3.9090909090909092e+00,1.2193014622879437e+01,1.2193014622879437e+01,7.2461953992798051e+04,7.2340023846569253e+04
branch0_seg0,3.9100684261974585e+00,1.2283960368208856e+01,1.2283960368208856e+01,7.2967512229759726e+04,7.2844672626077634e+04
branch0_seg0,3.9110459433040079e+00,1.2380320416148894e+01,1.2380320416148894e+01,7.3503204536752615e+04,7.3379401332591122e+04
branch0_seg0,3.9120234604105573e+00,1.2474619632421106e+01,1.2474619632421106e+01,7.4048462981534962e+04,7.3923716785210752e+04
branch0_seg0,3.9130009775171066e+00,1.2558105301162943e+01,1.2558105301162943e+01,7.4570900198006770e+04,7.4445319144995141e+04
branch0_seg0,3.9139784946236560e+00,1.2623817333311694e+01,1.2623817333311694e+01,7.5043585586033019e+04,7.4917347412699892e+04
branch0_seg0,3.9149560117302054e+00,1.2669058941701225e+01,1.2669058941701225e+01,7.5448362432188631e+04,7.5321671842771626e+04
branch0_seg0,3.9159335288367547e+00,1.2696338339809719e+01,1.2696338339809719e+01,7.5788399926074300e+04,7.5661436542676194e+04
branch0_seg0,3.9169110459433041e+00,1.2712398785222508e+01,1.2712398785222508e+01,7.6080511490628938e+04,7.5953387502776735e+04
branch0_seg0,3.9178885630498534e+00,1.2725654896137000e+01,1.2725654896137000e+01,7.6354948487510177e+04,7.6227691938548785e+04
branch0_seg0,3.9188660801564028e+00,1.2742951528199367e+01,1.2742951528199367e+01,7.6637313893673301e+04,7.6509884378391318e+04
branch0_seg0,3.9198435972629522e+00,1.2766833703830793e+01,1.2766833703830793e+01,7.6944813385936897e+04,7.6817145048898587e+04
branch0_seg0,3.9208211143695015e+00,1.2794353943616677e+01,1.2794353943616677e+01,7.7272349029099030e+04,7.7144405489662866e+04
branch0_seg0,3.9217986314760509e+00,1.2817896985888355e+01,1.2817896985888355e+01,7.7599929344470467e+04,7.7471750374611598e+04
branch0_seg0,3.9227761485826003e+00,1.2827764788550075e+01,1.2827764788550075e+01,7.7892282366673200e+04,7.7764004718787692e+04
branch0_seg0,3.9237536656891496e+00,1.2815605462956359e+01,1.2815605462956359e+01,7.8117838012300650e+04,7.7989681957671099e+04
branch0_seg0,3.9247311827956990e+00,1.2777434456247697e+01,1.2777434456247697e+01,7.8252958406800433e+04,7.8125184062237953e+04
branch0_seg0,3.9257086999022484e+00,1.2715116884095787e+01,1.2715116884095787e+01,7.8297380857881290e+04,7.8170229689040338e+04
branch0_seg0,3.9266862170087977e+00,1.2635722835027842e+01,1.2635722835027842e+01,7.8267167808780010e+04,7.8140810580429737e+04
branch0_seg0,3.9276637341153471e+00,1.2548941977474158e+01,1.2548941977474158e+01,7.8195835539177235e+04,7.8070346119402500e+04
branch0_seg0,3.9286412512218964e+00,1.2463468720121732e+01,1.2463468720121732e+01,7.8114461632622246e+04,7.7989826945421039e+04
branch0_seg0,3.9296187683284458e+00,1.2383674653893941e+01,1.2383674653893941e+01,7.8046999557820920e+04,7.7923162811281960e+04
branch0_seg0,3.9305962854349952e+00,1.2307812613688352e+01,1.2307812613688352e+01,7.7993167464006154e+04,7.7870089337869271e+04
branch0_seg0,3.9315738025415445e+00,1.2228460862406399e+01,1.2228460862406399e+01,7.7935124533950177e+04,7.7812839925326116e+04
branch0_seg0,3.9325513196480939e+00,1.2135102999291545e+01,1.2135102999291545e+01,7.7835499301853182e+04,7.7714148271860264e+04
branch0_seg0,3.9335288367546433e+00,1.2017943113348716e+01,1.2017943113348716e+01,7.7658287208643349e+04,7.7538107777509853e+04
branch0_seg0,3.9345063538611926e+00,1.1871571972045981e+01,1.1871571972045981e+01,7.7374028051667527e+04,7.7255312331947076e+04
branch0_seg0,3.9354838709677420e+00,1.1697116570953298e+01,1.1697116570953298e+01,7.6978796321061978e+04,7.6861825155352431e+04
branch0_seg0,3.9364613880742914e+00,1.1502030037368147e+01,1.1502030037368147e+01,7.6487971515097248e+04,7.6372951214723580e+04
branch0_seg0,3.9374389051808407e+00,1.1297531609175135e+01,1.1297531609175135e+01,7.5939216809065925e+04,7.5826241492974164e+04
branch0_seg0,3.9384164222873901e+00,1.1094580511063084e+01,1.1094580511063084e+01,7.5370503200890060e+04,7.5259557395779440e+04
branch0_seg0,3.9393939393939394e+00,1.0899839527404927e+01,1.0899839527404927e+01,7.4814447543375063e+04,7.4705449148101005e+04
branch0_seg0,3.9403714565004888e+00,1.0713132762870368e+01,1.0713132762870368e+01,7.4277233987389700e+04,7.4170102659761003e+04
branch0_seg0,3.9413489736070382e+00,1.0527393457294382e+01,1.0527393457294382e+01,7.3744377448133440e+04,7.3639103513560491e+04
branch0_seg0,3.9423264907135875e+00,1.0331203069586905e+01,1.0331203069586905e+01,7.3176621054188785e+04,7.3073309023492911e+04
branch0_seg0,3.9433040078201369e+00,1.0113061705144279e+01,1.0113061705144279e+01,7.2533172742814029e+04,7.2432042125762586e+04
branch0_seg0,3.9442815249266863e+00,9.8658565959551510e+00,9.8658565959551510e+00,7.1777960107399747e+04,7.1679301541440203e+04
branch0_seg0,3.9452590420332356e+00,9.5898689022885897e+00,9.5898689022885897e+00,7.0903169651639662e+04,7.0807270962616763e+04
branch0_seg0,3.9462365591397850e+00,9.2931448142071247e+00,9.2931448142071247e+00,6.9924084742124993e+04,6.9831153293982934e+04
branch0_seg0,3.9472140762463344e+00,8.9889956680089362e+00,8.9889956680089362e+00,6.8884567487327062e+04,6.8794677530646964e+04
branch0_seg0,3.9481915933528837e+00,8.6914514169565500e+00,8.6914514169565500e+00,6.7832402675029880e+04,6.7745488160860317e+04
branch0_seg0,3.9491691104594331e+00,8.4102839534141367e+00,8.4102839534141367e+00,6.6812368080009619e+04,6.6728265240475477e+04
branch0_seg0,3.9501466275659824e+00,8.1474383307088125e+00,8.1474383307088125e+00,6.5839782960973389e+04,6.5758308577666307e+04
branch0_seg0,3.9511241446725318e+00,7.8962577922793109e+00,7.8962577922793109e+00,6.4904881426502594e+04,6.4825918848579808e+04
branch0_seg0,3.9521016617790812e+00,7.6439047875557531e+00,7.6439047875557531e+00,6.3965606917615412e+04,6.3889167869739853e+04
branch0_seg0,3.9530791788856305e+00,7.3762085968098434e+00,7.3762085968098434e+00,6.2973856396490664e+04,6.2900094310522560e+04
branch0_seg0,3.9540566959921799e+00,7.0832369270085360e+00,7.0832369270085360e+00,6.1883168184811511e+04,6.1812335815541432e+04
branch0_seg0,3.9550342130987293e+00,6.7635484673285049e+00,6.7635484673285049e+00,6.0678682604241614e+04,6.0611047119568328e+04
branch0_seg0,3.9560117302052786e+00,6.4254856755576402e+00,6.4254856755576402e+00,5.9373823662509996e+04,5.9309568805754418e+04
branch0_seg0,3.9569892473118280e+00,6.0848939146652219e+00,6.0848939146652219e+00,5.8019738813714102e+04,5.7958889874567452e+04
branch0_seg0,3.9579667644183774e+00,5.7599514186407257e+00,5.7599514186407257e+00,5.6677320622830455e+04,5.6619721108644051e+04
branch0_seg0,3.9589442815249267e+00,5.4648967917607187e+00,5.4648967917607187e+00,5.5408709379848915e+04,5.5354060411931314e+04
branch0_seg0,3.9599217986314761e+00,5.2049317104423984e+00,5.2049317104423984e+00,5.4243090732395125e+04,5.4191041415290696e+04
branch0_seg0,3.9608993157380255e+00,4.9742481471235216e+00,4.9742481471235216e+00,5.3178606528879151e+04,5.3128864047407922e+04
branch0_seg0,3.9618768328445748e+00,4.7580658134185416e+00,4.7580658134185416e+00,5.2169961709105119e+04,5.2122381050970929e+04
branch0_seg0,3.9628543499511242e+00,4.5381244693911702e+00,4.5381244693911702e+00,5.1158278738291061e+04,5.1112897493597156e+04
branch0_seg0,3.9638318670576735e+00,4.2997698065331065e+00,4.2997698065331065e+00,5.0080379329760261e+04,5.0037381631694923e+04
branch0_seg0,3.9648093841642229e+00,4.0380873707440355e+00,4.0380873707440355e+00,4.8908153390694890e+04,4.8867772516987454e+04
branch0_seg0,3.9657869012707723e+00,3.7607580826434130e+00,3.7607580826434130e+00,4.7648481401316662e+04,4.7610873820490218e+04
branch0_seg0,3.9667644183773216e+00,3.4863958014834608e+00,3.4863958014834608e+00,4.6359530020529470e+04,4.6324666062514640e+04
branch0_seg0,3.9677419354838710e+00,3.2387275202760906e+00,3.2387275202760906e+00,4.5118826363204680e+04,4.5086439088001913e+04
branch0_seg0,3.9687194525904204e+00,3.0385305951995938e+00,3.0385305951995938e+00,4.4013220480218108e+04,4.3982835174266118e+04
branch0_seg0,3.9696969696969697e+00,2.8961779087293329e+00,2.8961779087293329e+00,4.3093015765941549e+04,4.3064053986854247e+04
branch0_seg0,3.9706744868035191e+00,2.8075854462801892e+00,2.8075854462801892e+00,4.2369569614312379e+04,4.2341493759849582e+04
branch0_seg0,3.9716520039100685e+00,2.7552731943301714e+00,2.7552731943301714e+00,4.1793605458716891e+04,4.1766052726773582e+04
branch0_seg0,3.9726295210166178e+00,2.7144764281925151e+00,2.7144764281925151e+00,4.1289368805736718e+04,4.1262224041454800e+04
branch0_seg0,3.9736070381231672e+00,2.6623858424775415e+00,2.6623858424775415e+00,4.0765245953689875e+04,4.0738622095265098e+04
branch0_seg0,3.9745845552297165e+00,2.5873215093578676e+00,2.5873215093578676e+00,4.0168005937243965e+04,4.0142132722150382e+04
branch0_seg0,3.9755620723362659e+00,2.4944541356833763e+00,2.4944541356833763e+00,3.9488639422032189e+04,3.9463694880675357e+04
branch0_seg0,3.9765395894428153e+00,2.4057135568705221e+00,2.4057135568705221e+00,3.8791758186179206e+04,3.8767701050610507e+04
branch0_seg0,3.9775171065493646e+00,2.3534755642245506e+00,2.3534755642245506e+00,3.8179073341132571e+04,3.8155538585490322e+04
branch0_seg0,3.9784946236559140e+00,2.3698521026216510e+00,2.3698521026216510e+00,3.7778591811126607e+04,3.7754893290100394e+04
branch0_seg0,3.9794721407624634e+00,2.4751446607428989e+00,2.4751446607428989e+00,3.7678991566440731e+04,3.7654240119833310e+04
branch0_seg0,3.9804496578690127e+00,2.6696034259809172e+00,2.6696034259809172e+00,3.7918564333686285e+04,3.7891868299426475e+04
branch0_seg0,3.9814271749755621e+00,2.9317795084780229e+00,2.9317795084780229e+00,3.8443805275007828e+04,3.8414487479923046e+04
branch0_seg0,3.9824046920821115e+00,3.2246668651035755e+00,3.2246668651035755e+00,3.9147743816576796e+04,3.9115497147925758e+04
branch0_seg0,3.9833822091886608e+00,3.5081530947324722e+00,3.5081530947324722e+00,3.9879447189435385e+04,3.9844365658488059e+04
branch0_seg0,3.9843597262952102e+00,3.7539286971958101e+00,3.7539286971958101e+00,4.0525566864421453e+04,4.0488027577449495e+04
branch0_seg0,3.9853372434017595e+00,3.9577878274409644e+00,3.9577878274409644e+00,4.1029626580875287e+04,4.0990048702600878e+04
branch0_seg0,3.9863147605083089e+00,4.1446918942584405e+00,4.1446918942584405e+00,4.1453969373948195e+04,4.1412522455005615e+04
branch0_seg0,3.9872922776148583e+00,4.3640281254715969e+00,4.3640281254715969e+00,4.1942259940599717e+04,4.1898619659344993e+04
branch0_seg0,3.9882697947214076e+00,4.6755933499351237e+00,4.6755933499351237e+00,4.2716531675747487e+04,4.2669775742248137e+04
branch0_seg0,3.9892473118279570e+00,5.1299989788398825e+00,5.1299989788398825e+00,4.3973249105439972e+04,4.3921949115651580e+04
branch0_seg0,3.9902248289345064e+00,5.7493775591630065e+00,5.7493775591630065e+00,4.5851006310900411e+04,4.5793512535308779e+04
branch0_seg0,3.9912023460410557e+00,6.5146918268022942e+00,6.5146918268022942e+00,4.8328745150293842e+04,4.8263598232025819e+04
branch0_seg0,3.9921798631476051e+00,7.3643594786113304e+00,7.3643594786113304e+00,5.1250798363740323e+04,5.1177154768954213e+04
branch0_seg0,3.9931573802541545e+00,8.2057089127693157e+00,8.2057089127693157e+00,5.4299164195388184e+04,5.4217107106260490e+04
branch0_seg0,3.9941348973607038e+00,8.9369101645505111e+00,8.9369101645505111e+00,5.7116587627546221e+04,5.7027218525900716e+04
branch0_seg0,3.9951124144672532e+00,9.4736742781992476e+00,9.4736742781992476e+00,5.9337975646810199e+04,5.9243238904028207e+04
branch0_seg0,3.9960899315738025e+00,9.7732567701443394e+00,9.7732567701443394e+00,6.0754684736535397e+04,6.0656952168833952e+04
branch0_seg0,3.9970674486803519e+00,9.8487428154109278e+00,9.8487428154109278e+00,6.1304886382395598e+04,6.1206398954241493e+04
branch0_seg0,3.9980449657869013e+00,9.7691667227643659e+00,9.7691667227643659e+00,6.1187305786913123e+04,6.1089614119685473e+04
branch0_seg0,3.9990224828934506e+00,9.6449926660042546e+00,9.6449926660042546e+00,6.0721132563403422e+04,6.0624682636743390e+04
branch0_seg0,4.0000000000000000e+00,9.6026761573536614e+00,9.6026761573536614e+00,6.0401902653814999e+04,6.0305875892241464e+04
branch0_seg0,4.0009775171065494e+00,1.0252646215972220e+01,1.0252646215972220e+01,6.1987828701962484e+04,6.1885302239802768e+04
branch0_seg0,4.0019550342130987e+00,1.0848353394504880e+01,1.0848353394504880e+01,6.4138930907587826e+04,6.4030447373642768e+04
branch0_seg0,4.0029325513196481e+00,1.1870449559633844e+01,1.1870449559633844e+01,6.7465415498903312e+04,6.7346711003306962e+04
branch0_seg0,4.0039100684261975e+00,1.2986990378623911e+01,1.2986990378623911e+01,7.1555942127078320e+04,7.1426072223292096e+04
branch0_seg0,4.0048875855327468e+00,1.4234476117355978e+01,1.4234476117355978e+01,7.6203468551573707e+04,7.6061123790400132e+04
branch0_seg0,4.0058651026392962e+00,1.5464437644027152e+01,1.5464437644027152e+01,8.1037968318735031e+04,8.0883323942294766e+04
branch0_seg0,4.0068426197458455e+00,1.6653827152479828e+01,1.6653827152479828e+01,8.5833888032818621e+04,8.5667349761293837e+04
branch0_seg0,4.0078201368523949e+00,1.7770968728277005e+01,1.7770968728277005e+01,9.0456096140350041e+04,9.0278386453067258e+04
branch0_seg0,4.0087976539589443e+00,1.8846287721575528e+01,1.8846287721575528e+01,9.4911950192027478e+04,9.4723487314811733e+04
branch0_seg0,4.0097751710654936e+00,1.9923734948216598e+01,1.9923734948216598e+01,9.9356335549055497e+04,9.9157098199573316e+04
branch0_seg0,4.0107526881720430e+00,2.1060415882774457e+01,2.1060415882774457e+01,1.0398747536516658e+05,1.0377687120633884e+05
branch0_seg0,4.0117302052785924e+00,2.2299114700071378e+01,2.2299114700071378e+01,1.0899093928262182e+05,1.0876794813562112e+05
branch0_seg0,4.0127077223851417e+00,2.3660022508599212e+01,2.3660022508599212e+01,1.1448092488046330e+05,1.1424432465537729e+05
branch0_seg0,4.0136852394916911e+00,2.5134710952606572e+01,2.5134710952606572e+01,1.2047726564831997e+05,1.2022591853879392e+05
branch0_seg0,4.0146627565982405e+00,2.6692829432351996e+01,2.6692829432351996e+01,1.2689864397539292e+05,1.2663171568106940e+05
branch0_seg0,4.0156402737047898e+00,2.8293775479693380e+01,2.8293775479693380e+01,1.3361554517497015e+05,1.3333260742017321e+05
branch0_seg0,4.0166177908113392e+00,2.9901322656498156e+01,2.9901322656498156e+01,1.4048497693594999e+05,1.4018596370938499e+05
branch0_seg0,4.0175953079178885e+00,3.1495073699491464e+01,3.1495073699491464e+01,1.4741169151771622e+05,1.4709674078072130e+05
branch0_seg0,4.0185728250244379e+00,3.3075803488206162e+01,3.3075803488206162e+01,1.5436873806965959e+05,1.5403798003477752e+05
branch0_seg0,4.0195503421309873e+00,3.4663156079862652e+01,3.4663156079862652e+01,1.6140186490543888e+05,1.6105523334464026e+05
branch0_seg0,4.0205278592375366e+00,3.6287218270298943e+01,3.6287218270298943e+01,1.6860769157185749e+05,1.6824481938915452e+05
branch0_seg0,4.0215053763440860e+00,3.7977200397124641e+01,3.7977200397124641e+01,1.7609871558447339e+05,1.7571894358050212e+05
branch0_seg0,4.0224828934506354e+00,3.9751286173273513e+01,3.9751286173273513e+01,1.8396086926727529e+05,1.8356335640554258e+05
branch0_seg0,4.0234604105571847e+00,4.1610974716648379e+01,4.1610974716648379e+01,1.9222682732369573e+05,1.9181071757652922e+05
branch0_seg0,4.0244379276637341e+00,4.3541514098588955e+01,4.3541514098588955e+01,2.0086908643944541e+05,2.0043367129845952e+05
branch0_seg0,4.0254154447702835e+00,4.5517838949950942e+01,4.5517838949950942e+01,2.0981246764286794e+05,2.0935728925336842e+05
branch0_seg0,4.0263929618768328e+00,4.7513600172787790e+01,4.7513600172787790e+01,2.1896187186720083e+05,2.1848673586547293e+05
branch0_seg0,4.0273704789833822e+00,4.9509978260129373e+01,4.9509978260129373e+01,2.2823822402528196e+05,2.2774312424268070e+05
branch0_seg0,4.0283479960899315e+00,5.1501266359848522e+01,5.1501266359848522e+01,2.3760028714297409e+05,2.3708527447937560e+05
branch0_seg0,4.0293255131964809e+00,5.3495515754125805e+01,5.3495515754125805e+01,2.4705802418888011e+05,2.4652306903133885e+05
branch0_seg0,4.0303030303030303e+00,5.5510351207865433e+01,5.5510351207865433e+01,2.5666195934990753e+05,2.5610685583782886e+05
branch0_seg0,4.0312805474095796e+00,5.7565731030393891e+01,5.7565731030393891e+01,2.6648407982842741e+05,2.6590842251812352e+05
branch0_seg0,4.0322580645161290e+00,5.9676380212174223e+01,5.9676380212174223e+01,2.7658707109827729e+05,2.7599030729615554e+05
branch0_seg0,4.0332355816226784e+00,6.1846573529907346e+01,6.1846573529907346e+01,2.8700428175720008e+05,2.8638581602190103e+05
branch0_seg0,4.0342130987292277e+00,6.4068962115002449e+01,6.4068962115002449e+01,2.9772615140798531e+05,2.9708546178683534e+05
branch0_seg0,4.0351906158357771e+00,6.6327614561588518e+01,6.6327614561588518e+01,3.0870816055751080e+05,3.0804488441189483e+05
branch0_seg0,4.0361681329423265e+00,6.8603943505213437e+01,6.8603943505213437e+01,3.1988549859998573e+05,3.1919945916493365e+05
branch0_seg0,4.0371456500488758e+00,7.0883236567646435e+01,7.0883236567646435e+01,3.3119887537285319e+05,3.3049004300717666e+05
branch0_seg0,4.0381231671554252e+00,7.3159415031191187e+01,7.3159415031191187e+01,3.4261202985674224e+05,3.4188043570643035e+05
branch0_seg0,4.0391006842619745e+00,7.5436397253526167e+01,7.5436397253526167e+01,3.5412474746858975e+05,3.5337038349605451e+05
branch0_seg0,4.0400782013685239e+00,7.7725740168782153e+01,7.7725740168782153e+01,3.6576719640684227e+05,3.6498993900515448e+05
branch0_seg0,4.0410557184750733e+00,8.0041586351009698e+01,8.0041586351009698e+01,3.7758792079080408e+05,3.7678750492729392e+05
branch0_seg0,4.0420332355816226e+00,8.2394871331274715e+01,8.2394871331274715e+01,3.8963105285091040e+05,3.8880710413759772e+05
branch0_seg0,4.0430107526881720e+00,8.4788933006348145e+01,8.4788933006348145e+01,4.0192045742938749e+05,4.0107256809932395e+05
branch0_seg0,4.0439882697947214e+00,8.7218074628489148e+01,8.7218074628489148e+01,4.1444748680008651e+05,4.1357530605380167e+05
branch0_seg0,4.0449657869012707e+00,8.9669506057629377e+01,8.9669506057629377e+01,4.2717552070526808e+05,4.2627882564469177e+05
branch0_seg0,4.0459433040078201e+00,9.2127848219124459e+01,9.2127848219124459e+01,4.4005027015766420e+05,4.3912899167547293e+05
branch0_seg0,4.0469208211143695e+00,9.4580481823450356e+01,9.4580481823450356e+01,4.5302069711910811e+05,4.5207489230087359e+05
branch0_seg0,4.0478983382209188e+00,9.7021766670846858e+01,9.7021766670846858e+01,4.6605394946374383e+05,4.6508373179703538e+05
branch0_seg0,4.0488758553274682e+00,9.9454622969028989e+01,9.9454622969028989e+01,4.7914750552722753e+05,4.7815295929753722e+05
branch0_seg0,4.0498533724340176e+00,1.0188896179997803e+02,1.0188896179997803e+02,4.9232580164119968e+05,4.9130691202319990e+05
branch0_seg0,4.0508308895405669e+00,1.0433760480472266e+02,1.0433760480472266e+02,5.0563122611011629e+05,5.0458785006206902e+05
branch0_seg0,4.0518084066471163e+00,1.0681122479284817e+02,1.0681122479284817e+02,5.1910462466006953e+05,5.1803651241214108e+05
branch0_seg0,4.0527859237536656e+00,1.0931415650662228e+02,1.0931415650662228e+02,5.3277073813475680e+05,5.3167759656969062e+05
branch0_seg0,4.0537634408602150e+00,1.1184257171588672e+02,1.1184257171588672e+02,5.4662570290455874e+05,5.4550727718739992e+05
branch0_seg0,4.0547409579667644e+00,1.1438563012413358e+02,1.1438563012413358e+02,5.6063901384818100e+05,5.5949515754693968e+05
branch0_seg0,4.0557184750733137e+00,1.1692913695612157e+02,1.1692913695612157e+02,5.7476113981436100e+05,5.7359184844479978e+05
branch0_seg0,4.0566959921798631e+00,1.1946035122901586e+02,1.1946035122901586e+02,5.8894172300638200e+05,5.8774711949409184e+05
branch0_seg0,4.0576735092864125e+00,1.2197220763513215e+02,1.2197220763513215e+02,6.0314398598790180e+05,6.0192426391155052e+05
branch0_seg0,4.0586510263929618e+00,1.2446546289946593e+02,1.2446546289946593e+02,6.1735788403520675e+05,6.1611322940621222e+05
branch0_seg0,4.0596285434995112e+00,1.2694804990819944e+02,1.2694804990819944e+02,6.3159986230358982e+05,6.3033038180450781e+05
branch0_seg0,4.0606060606060606e+00,1.2943193100247299e+02,1.2943193100247299e+02,6.4590701372605690e+05,6.4461269441603217e+05
branch0_seg0,4.0615835777126099e+00,1.3192862042368654e+02,1.3192862042368654e+02,6.6032048972137703e+05,6.5900120351714012e+05
branch0_seg0,4.0625610948191593e+00,1.3444498577499172e+02,1.3444498577499172e+02,6.7487152702065103e+05,6.7352707716290106e+05
branch0_seg0,4.0635386119257086e+00,1.3698079504784511e+02,1.3698079504784511e+02,6.8956775608811318e+05,6.8819794813763478e+05
branch0_seg0,4.0645161290322580e+00,1.3952881653819327e+02,1.3952881653819327e+02,7.0439167229516711e+05,7.0299638412978523e+05
branch0_seg0,4.0654936461388074e+00,1.4207735307101686e+02,1.4207735307101686e+02,7.1930440409005340e+05,7.1788363055934326e+05
branch0_seg0,4.0664711632453567e+00,1.4461423655185121e+02,1.4461423655185121e+02,7.3426021556101961e+05,7.3281407319550123e+05
branch0_seg0,4.0674486803519061e+00,1.4713082627645491e+02,1.4713082627645491e+02,7.4921940091303387e+05,7.4774809265026927e+05
branch0_seg0,4.0684261974584555e+00,1.4962460506967227e+02,1.4962460506967227e+02,7.6416189574242744e+05,7.6266564969173062e+05
branch0_seg0,4.0694037145650048e+00,1.5209951639060384e+02,1.5209951639060384e+02,7.7909007963168179e+05,7.7756908446777589e+05
branch0_seg0,4.0703812316715542e+00,1.5456402104051421e+02,1.5456402104051421e+02,7.9402688926536078e+05,7.9248124905495555e+05
branch0_seg0,4.0713587487781036e+00,1.5702766587581709e+02,1.5702766587581709e+02,8.0900355388472171e+05,8.0743327722596365e+05
branch0_seg0,4.0723362658846529e+00,1.5949745791433054e+02,1.5949745791433054e+02,8.2404831164185586e+05,8.2245333706271253e+05
branch0_seg0,4.0733137829912023e+00,1.6197535555875828e+02,1.6197535555875828e+02,8.3917366275452427e+05,8.3755390919893666e+05
branch0_seg0,4.0742913000977516e+00,1.6445773332864442e+02,1.6445773332864442e+02,8.5437321015207726e+05,8.5272863281879073e+05
branch0_seg0,4.0752688172043010e+00,1.6693692707219844e+02,1.6693692707219844e+02,8.6962247054549993e+05,8.6795310127477802e+05
branch0_seg0,4.0762463343108504e+00,1.6940420377722882e+02,1.6940420377722882e+02,8.8488945617652265e+05,8.8319541413875029e+05
branch0_seg0,4.0772238514173997e+00,1.7185300134282431e+02,1.7185300134282431e+02,9.0014448592885898e+05,8.9842595591543079e+05
branch0_seg0,4.0782013685239491e+00,1.7428122298883244e+02,1.7428122298883244e+02,9.1537178917751333e+05,9.1362897694762505e+05
branch0_seg0,4.0791788856304985e+00,1.7669175834334061e+02,1.7669175834334061e+02,9.3057236076938617e+05,9.2880544318595284e+05
branch0_seg0,4.0801564027370478e+00,1.7909108506090320e+02,1.7909108506090320e+02,9.4576335605563747e+05,9.4397244520502840e+05
branch0_seg0,4.0811339198435972e+00,1.8148652367905402e+02,1.8148652367905402e+02,9.6096827433285688e+05,9.5915340909606637e+05
branch0_seg0,4.0821114369501466e+00,1.8388320922641651e+02,1.8388320922641651e+02,9.7620787394762598e+05,9.7436904185536189e+05
branch0_seg0,4.0830889540566959e+00,1.8628192992215907e+02,1.8628192992215907e+02,9.9148924763828353e+05,9.8962642833906179e+05
branch0_seg0,4.0840664711632453e+00,1.8867864179110006e+02,1.8867864179110006e+02,1.0068031972062557e+06,1.0049164107883448e+06
branch0_seg0,4.0850439882697946e+00,1.9106583136309126e+02,1.9106583136309126e+02,1.0221249021581685e+06,1.0202142438445376e+06
branch0_seg0,4.0860215053763440e+00,1.9343520608668715e+02,1.9343520608668715e+02,1.0374235267929611e+06,1.0354891747320940e+06
branch0_seg0,4.0869990224828934e+00,1.9578069974363316e+02,1.9578069974363316e+02,1.0526712588284139e+06,1.0507134518309776e+06
branch0_seg0,4.0879765395894427e+00,1.9810066704168440e+02,1.9810066704168440e+02,1.0678542293697488e+06,1.0658732226993321e+06
branch0_seg0,4.0889540566959921e+00,2.0039844540046568e+02,2.0039844540046568e+02,1.0829754194920349e+06,1.0809714350380304e+06
branch0_seg0,4.0899315738025415e+00,2.0268106727974151e+02,2.0268106727974151e+02,1.0980542070209524e+06,1.0960273963481551e+06
branch0_seg0,4.0909090909090908e+00,2.0495658872498791e+02,2.0495658872498791e+02,1.1131169529841731e+06,1.1110673870969231e+06
branch0_seg0,4.0918866080156402e+00,2.0723100873362148e+02,2.0723100873362148e+02,1.1281877483473800e+06,1.1261154382600440e+06
branch0_seg0,4.0928641251221896e+00,2.0950590479146857e+02,2.0950590479146857e+02,1.1432770394115169e+06,1.1411819803636021e+06
branch0_seg0,4.0938416422287389e+00,2.1177764979166790e+02,2.1177764979166790e+02,1.1583779084407252e+06,1.1562601319428086e+06
branch0_seg0,4.0948191593352883e+00,2.1403850162731931e+02,2.1403850162731931e+02,1.1734658036741936e+06,1.1713254186579201e+06
branch0_seg0,4.0957966764418376e+00,2.1627917914150478e+02,2.1627917914150478e+02,1.1885073964505617e+06,1.1863446046591466e+06
branch0_seg0,4.0967741935483870e+00,2.1849200264021243e+02,2.1849200264021243e+02,1.2034698856499097e+06,1.2012849656235075e+06
branch0_seg0,4.0977517106549364e+00,2.2067347609836304e+02,2.2067347609836304e+02,1.2183329102246629e+06,1.2161261754636792e+06
branch0_seg0,4.0987292277614857e+00,2.2282539141110442e+02,2.2282539141110442e+02,1.2330933707475269e+06,1.2308651168334160e+06
